Name,LigandSmiles,Metal,classification
KITDOH,Cc1c(C)c(C)c(C)c1C.[H]1[BH]23[H][BH]24[BH]25[BH]67[BH]13[BH]613[H][BH]168[H][BH]426[BH]7538,Ir,10.0
KITHED,C1=CCCC=CCC1.c1ccc(P(CCNCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,Ir,7.0
KITHIH,Cl.c1ccc(P(CCNCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,Ir,4.0
KITHON,c1ccc(P(CCNCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,Ir,3.0
KIVPIO,CC(C)O.Cc1c(C)c(C)c(C)c1C.c1ccc(P(c2ccccc2)c2ccccc2)cc1,Ir,7.0
KIVYUM,C1=CCCC=CCC1.CCC(C)C1COC2=C3OCC(C(C)CC)N3CN21.Cl,Ir,6.0
KIVZAT,C1=CCCC=CCC1.CC(C)CC1COC2=C3OCC(CC(C)C)N3CN21.Cl,Ir,6.0
KIVZEX,C1=CCCC=CCC1.CC(C)C1COC2=C3OCC(C(C)C)N3CN21.Cl,Ir,6.0
KIWHAB,C1=CCCCCCC1.O=C(O)c1cccc(C(=O)O)n1.c1ccncc1,Ir,7.0
KIWHEF,C1=CCCCCCC1.O=C(O)c1cccc(C(=O)O)n1.c1ccc(P(CP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,Ir,7.0
KIWJUX,C1=CCCC=CCC1.CN1CN(C)C(Sc2ccccc2)=C1Sc1ccccc1.Cl,Ir,6.0
KIWNEK,CN1C=Nc2c(N)ncnc21.Cc1c(C)c(C)c(C)c1C.Cl.Cl,Ir,8.0
KIWSAM,COCC=C(C)C.CP(c1ccccc1)c1ccccc1.Cc1c(C)c(C)c(C)c1C.Cl,Ir,8.0
KIWSEQ,COCC=C(C)C.CP(c1ccccc1)c1ccccc1.Cc1c(C)c(C)c(C)c1C,Ir,8.0
KIWSIU,COCC=C(C)C.CP(C)C.Cc1c(C)c(C)c(C)c1C,Ir,8.0
KIWYEW,C1=CCCC=CCC1.[H]B1234[BH]567[BH]89%10[BH]5%11%12[BH]85%13[BH]98%14[BH]%1061B821([H])[BH]5%142[BH]%11%135[BH]%1273C5241P(C(C)C)C(C)C,Ir,7.0
KIWYIA,C1=CCCCCCC1.CO.O=C(O)c1ccc2cccc(O)c2n1,Ir,7.0
KIWYOG,O=C(O)c1ccc2cccc(O)c2n1.c1ccncc1.c1ccncc1,Ir,5.0
KIXPAL,CC(C)N1C=CN(c2cccc3c2sc2ccccc23)C1.CC(C)N1C=CN(c2cccc3c2sc2ccccc23)C1.CC(C)N1C=CN(c2cccc3c2sc2ccccc23)C1,Ir,6.0
KIYTAQ,Cc1nc(-c2ccc(F)cc2)n(C)n1.Cc1nc(-c2ccc(F)cc2)n(C)n1.Cc1nc(-c2ccc(F)cc2)n(C)n1,Ir,6.0
KIYTEU,Cc1nc(-c2ccccc2)n(C)n1.Cc1nc(-c2ccccc2)n(C)n1.Cc1nc(-c2ccccc2)n(C)n1,Ir,6.0
KOBSOL,CN1CN(C)c2cc3c(cc21)N(C)C(=O)N3C.Cc1c(C)c(C)c(C)c1C.Cl.Cl,Ir,8.0
KOBTOK,C=CC=CC.CCP(CC)CC.CCP(CC)CC.CCP(CC)CC,Ir,6.0
KOBVAY,C=C(C)C=C(C)C.CP(C)C.CP(C)C.CP(C)C,Ir,6.0
KOBVEC,C#O.C=C(C)C=C(C)C.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,Ir,6.0
KOBWAB,C1CCC(P(C2CCCCC2)C2CCCCC2)CC1.C[SiH](C)c1cccc2c1Oc1c([SiH](C)C)cccc1C2(C)C.Cl,Ir,4.0
KOBWIJ,C1CCC(P(C2CCCCC2)C2CCCCC2)CC1.C[SiH](C)c1cccc2c1Oc1c([SiH](C)C)cccc1C2(C)C.O=S(=O)(O)C(F)(F)F,Ir,5.0
KOBYOS,CC.CP(C)C.Cc1c(C)c(C)c(C)c1C.c1ccc(P(c2ccccc2)c2ccccc2)cc1,Ir,8.0
KOBYUY,CP(C)C.Cc1c(C)c(C)c(C)c1C.Cc1ccccc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,Ir,8.0
KOCMEU,C1=CCCC=CCC1.Cl.Oc1c2cccc1Cc1cccc3c1OP1Oc4c(cccc4Cc4cccc(c4O1)C3)C2,Ir,6.0
KOCQAV,Cc1ccnc(-c2cc(C)ccn2)c1.c1ccc(-c2nccc3ccccc23)cc1.c1ccc(-c2nccc3ccccc23)cc1,Ir,6.0
KOCSEC,Cc1ccccc1N=Cc1ccc[nH]1.Cl.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,Ir,5.0
KOCSIG,Cc1cccc(C)c1NC=C1C=CC=N1.Cl.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,Ir,6.0
KOCSOM,Cc1cccc(C)c1N=Cc1ccc[nH]1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,Ir,5.0
KOFHUL,Cc1c(C)c(C)c(C)c1C.Cl.NC1CCCCC1N,Ir,8.0
KOFPUR,Cl.Cl.c1ccc2c(-c3ncnc4ccccc34)ncnc2c1.c1ccc2c(-c3ncnc4ccccc34)ncnc2c1,Ir,6.0
KOFTEH,C1=CCCC=CCC1.Cc1ccc(S(=O)(=O)C(P(c2ccccc2)c2ccccc2)=P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1.Cl,Ir,7.0
KOFYIN,Cc1c(C)c(C)c(C)c1C.[H]B12(Cl)[BH]34[BH]56[SH]7[BH]89%10[H][BH]18%11[BH]321[BH]542[BH]769[BH]%102%111,Ir,10.0
KOGNAY,c1ccc(-c2ccccn2)cc1.c1ccc(-c2ccccn2)cc1.c1ccc(P(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,Ir,6.0
KOHRAD,C#O.C#O.CP(C)c1c(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cccc1c1cc(C(C)(C)C)cc(C(C)(C)C)c1.Cl,Ir,4.0
KOHREH,C#O.C#O.CC(C)P(c1c(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cccc1c1cc(C(C)(C)C)cc(C(C)(C)C)c1)C(C)C.Cl,Ir,4.0
KOHRIJ,Fc1cc(F)cc(-c2nn[nH]c2-c2ccccn2)c1.Fc1ccc(-c2ccccn2)c(F)c1.Fc1ccc(-c2ccccn2)c(F)c1,Ir,6.0
KOHROP,Fc1c(F)c(F)c(-c2nn[nH]c2-c2ccccn2)c(F)c1F.Fc1ccc(-c2ccccn2)c(F)c1.Fc1ccc(-c2ccccn2)c(F)c1,Ir,6.0
KOHYAI,O=C(C=C([O-])C(F)(F)C(F)(F)F)c1ccc2ccc3cccnc3c2n1.c1ccc(-c2ccccn2)cc1.c1ccc(-c2ccccn2)cc1,Ir,6.0
KOJQEH,Cc1cccc(C)c1N1CCCN(c2c(C)cccc2C)C1.Cc1cccc(C)c1N1CCCN(c2c(C)cccc2C)C1,Ir,4.0
KOJQIL,C1=CCCCCCC1.Cc1cc(C)c(N2CCN(c3c(C)cc(C)cc3C)C2)c(C)c1.Cc1cc(C)c(N2CCN(c3c(C)cc(C)cc3C)C2)c(C)c1.Cl,Ir,5.0
KOJQOR,Cc1cc(C)c(N2CCN(c3c(C)cc(C)cc3C)C2)c(C)c1.Cc1cc(C)c(N2CCN(c3c(C)cc(C)cc3C)C2)c(C)c1.Cl,Ir,4.0
KOJRAE,Cc1cc(C)c(N2CCCN(c3c(C)cc(C)cc3C)C2)c(C)c1.Cc1cc(C)c(N2CCCN(c3c(C)cc(C)cc3C)C2)c(C)c1.Cl,Ir,3.0
KOJRIM,Cc1cc(C)c(N2CCN(c3c(C)cc(C)cc3C)C2)c(C)c1.Cc1cc(C)c(N2CCN(c3c(C)cc(C)cc3C)C2)c(C)c1.[H][BH-]([H])[N+](C)(C)C,Ir,4.0
KOJROS,Cc1cc(C)c(N2CCN(c3c(C)cc(C)cc3C)C2)c(C)c1.Cc1cc(C)c(N2CCN(c3c(C)cc(C)cc3C)C2)c(C)c1.[H][BH-]([H])[NH+](C)C,Ir,4.0
KOJWAJ,CC(=O)O.Cc1c(C)c(C)c(C)c1C.FC(F)(F)c1ccc(c2ccccn2)cc1,Ir,8.0
KOKXUD,C#O.C12=C3C4=C5C6=C1C1=C7C8=C2C2=C9C%10=C8C8=C%11C%12=C%10C%10=C%13C%14=C%15C(=C9%10)C(=C32)C2=C4C3=C4C(=C2%15)C2=C%14C9=C%10C%14=C2C4=C2C(=C53)C3=C6C1=C1C(=C78)C4=C%11C(=C%10C5=C4C1=C3C2=C5%14)C%12=C%139.Cl.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,Ir,6.0
KONCIZ,C.C#O.Cc1c(C)c(C)c(CC(O)(c2ccccc2)c2ccccc2)c1C.c1ccccc1,Ir,8.0
KONCOF,C.C#O.Cc1c(C)c(C)c(CC(=O)O)c1C.Cl,Ir,8.0
KOPQIR,CCCN=Cc1ccc2ccccc2c1.Cc1c(C)c(C)c(C)c1C.Cl,Ir,8.0
KORYEY,CO[Si](CCCN1C=CN(C)C1)(OC)OC.Cc1c(C)c(C)c(C)c1C.Cl.Cl,Ir,8.0
KOSGOO,C.CC#N.CP(C)c1ccccc1.CP(C)c1ccccc1.CP(C)c1ccccc1.O,Ir,6.0
KOSRUH,C#O.CC#N.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,Ir,4.0
KOSTIX,Cc1c(C)c(C)c(C)c1C.Cl.Oc1ccccc1c1ccccn1,Ir,8.0
KOSTOD,Cc1c(C)c(C)c(C)c1C.Cl.Oc1ccccc1c1ccccn1O,Ir,8.0
KOSVAR,Cc1c(C)c(C)c(C)c1C.Cl.OC(=Nc1ccccc1c1ccccn1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,Ir,8.0
KOSVEV,CC(C)(C)P(Oc1cccc(OP(C(C)(C)C)C(C)(C)C)c1)C(C)(C)C.[H][Si](C)(C)c1ccccc1,Ir,5.0
KOSVIZ,CC(C)(C)P(Oc1cccc(OP(C(C)(C)C)C(C)(C)C)c1)C(C)(C)C.[H][Si](CC)(CC)CC,Ir,5.0
KUBHAT,FC(F)(F)c1ccc(-c2nnc(-c3ccc(C(F)(F)F)cc3)c3ccccc23)cc1.FC(F)(F)c1ccc(-c2nnc(-c3ccc(C(F)(F)F)cc3)c3ccccc23)cc1.FC(F)(F)c1ccc(-c2nnc(-c3ccc(C(F)(F)F)cc3)c3ccccc23)cc1,Ir,6.0
KUBHEX,FC(F)(F)c1cccc(-c2nnc(-c3cccc(C(F)(F)F)c3)c3ccccc23)c1.FC(F)(F)c1cccc(-c2nnc(-c3cccc(C(F)(F)F)c3)c3ccccc23)c1.FC(F)(F)c1cccc(-c2nnc(-c3cccc(C(F)(F)F)c3)c3ccccc23)c1,Ir,6.0
KUDYAM,CNC(=O)c1ccccn1.Cc1c(C)c(C)c(C)c1C,Ir,7.0
KUFHEY,C#O.C12=C3C4=C5C6=C1C1=C7C8=C2C2=C9C%10=C8C8=C%11C%12=C%10C%10=C%13C%14=C%15C(=C9%10)C(=C32)C2=C4C3=C4C(=C2%15)C2=C%14C9=C%10C%14=C2C4=C2C(=C53)C3=C6C1=C1C(=C78)C4=C%11C(=C%10C5=C4C1=C3C2=C5%14)C%12=C%139.Cl.c1ccc(COc2ccc(CP(c3ccccc3)c3ccccc3)cc2)cc1.c1ccc(COc2ccc(CP(c3ccccc3)c3ccccc3)cc2)cc1,Ir,6.0
KUFYUG,Cl.Cl.c1ccc(-c2cccc(-c3ccccn3)n2)cc1.c1ccncc1.c1ccncc1,Ir,6.0
KUFZAN,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.Cl.Cl.c1ccc(-c2cccc(-c3ccccn3)n2)cc1,Ir,6.0
KUFZIV,C.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.Cl.c1ccc(-c2cccc(-c3ccccn3)n2)cc1,Ir,6.0
KUGXAO,C#O.CC(C)(C)P1CCCCCCCCCCCCCCP(C(C)(C)C)Cc2cccc(c2)C1,Ir,4.0
KUGXES,C#O.CC(C)(C)P1CCCCCCCCCCCCCCP(C(C)(C)C)Oc2cccc(c2)O1,Ir,4.0
KUGXIW,C#O.CC(C)(C)P1CCCCCCCCCCCCCCP(C(C)(C)C)Cc2cccc(c2)C1.Cl.Cl,Ir,6.0
KUGXOC,C#O.CC(C)(C)P1CCCCCCCCCCCCCCP(C(C)(C)C)Oc2cccc(c2)O1.Cl.Cl,Ir,6.0
KUJLAE,Cc1c(C)c(C)c(C)c1C.[BH]1234[BH]567[BH]189[BH]21%10[BH]32%11[BH]453[BH]645[BH]786[BH]917C%1021[BH]3%114C6571C1234[BH]567[BH]89%10[BH]%11%12%13[BH]85%14[BH]%1158[BH]%12%11%15[BH]%139%12[BH]%1061[BH]%12%112C5%153[BH]%14874,Ir,7.0
KUKMEJ,CP(C)C.CP(C)C.CP(C)C.CP(C)C.[HH].[H]C([H])C#N,Ir,6.0
KUKMIN,CP(C)C.CP(C)C.CP(C)C.CP(C)C.N#Cc1ccc(N)cc1,Ir,5.0
KUKMOT,CP(C)C.CP(C)C.CP(C)C.CP(C)C.Cl,Ir,5.0
KUKNAG,CC(N)=O.CP(C)C.CP(C)C.CP(C)C.CP(C)C,Ir,5.0
KUKNEK,CP(C)C.CP(C)C.CP(C)C.CP(C)C.OO,Ir,6.0
KUKWOF,CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21.Fc1cc(F)cc(-c2ccc(-n3cc4ccccc4n3)cc2)c1.Fc1cc(F)cc(-c2ccc(-n3cc4ccccc4n3)cc2)c1,Ir,6.0
KULKEH,C[SiH](C)c1cccc2cccnc12.C[SiH](C)c1cccc2cccnc12.C[SiH](C)c1cccc2cccnc12,Ir,6.0
KUMGOP,COc1ccc(C=Nc2ccccc2)cc1.Cc1c(C)c(C)c(C)c1C.Cl,Ir,8.0
KUMGUV,Cc1c(C)c(C)c(C)c1C.Cl.FC(F)(F)c1ccc(C=Nc2ccccc2)cc1,Ir,8.0
KUMHAC,COc1cccc(C=Nc2ccccc2)c1.Cc1c(C)c(C)c(C)c1C.Cl,Ir,8.0
KUMHEG,Cc1c(C)c(C)c(C)c1C.Cc1cccc(C=Nc2ccccc2)c1.Cl,Ir,8.0
KUMHIK,Cc1c(C)c(C)c(C)c1C.Cl.Fc1cccc(C=Nc2ccccc2)c1,Ir,8.0
KUMHOQ,COC(=O)c1cccc(C=Nc2ccccc2)c1.Cc1c(C)c(C)c(C)c1C.Cl,Ir,8.0
KUMHUW,Cc1c(C)c(C)c(C)c1C.Cl.FC(F)(F)c1cccc(C=Nc2ccccc2)c1,Ir,8.0
KUMJAE,Cc1c(C)c(C)c(C)c1C.Cl.N#Cc1cccc(C=Nc2ccccc2)c1,Ir,8.0
KUMJEI,COc1cccc(c2ccccn2)c1.Cc1c(C)c(C)c(C)c1C.Cl,Ir,8.0
KUMJIM,Cc1c(C)c(C)c(C)c1C.Cc1cccc(c2ccccn2)c1.Cl,Ir,8.0
KUMJOS,Cc1c(C)c(C)c(C)c1C.Cl.FC(F)(F)c1cccc(c2ccccn2)c1,Ir,8.0
KUMJUY,Cc1c(C)c(C)c(C)c1C.Cl.c1ccc(Cc2ccccn2)cc1,Ir,8.0
KUMPAJ,C#O.C=C.CC(C)P(C(C)C)C(C)C.CC(C)P(C(C)C)C(C)C.Cl,Ir,5.0
KUMRIU,Cc1c(C)c(C)c(C)c1C.Cl.c1ccc(P(CCc2ccccn2)c2ccccc2)cc1,Ir,8.0
KUNPEQ,Cc1cc(=O)oc2c(C=Nc3cccc4ccccc34)c(O)ccc12.c1ccc(-c2ccccn2)cc1.c1ccc(-c2ccccn2)cc1,Ir,6.0
KUNRES,O=[N+]([O-])c1ccc(O)c2ncccc12.c1ccc(-c2ccccn2)cc1.c1ccc(-c2ccccn2)cc1,Ir,6.0
KUNYAU,CN1CN(c2ccc(C(F)(F)F)cc2)c2ccccc21.CN1CN(c2ccc(C(F)(F)F)cc2)c2ccccc21.CN1CN(c2ccc(C(F)(F)F)cc2)c2ccccc21,Ir,6.0
KUNYEA,C#O.FC(C(F)(F)F)C(F)(F)F.I.c1ccc2cccc2c1,Ir,8.0
KUNYEY,COc1ccc(N2CN(C)c3ccccc32)cc1.COc1ccc(N2CN(C)c3ccccc32)cc1.COc1ccc(N2CN(C)c3ccccc32)cc1,Ir,6.0
KUPDIL,Cc1c(C)c(C)c(C)c1C.Cl.Oc1ccc2ccccc2c1C=Nc1ccc2ccccc2c1,Ir,8.0
KUPLOW,C#O.[BH]12[BH]3[CH]45[BH]6[BH]7[BH]18[BH]234[BH]7685.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,Ir,8.0
KUPMOZ,Brc1ccc(-c2ccccn2)cc1.CC(C)(C)c1ccc(-c2ccccn2)cc1.CC(C)(C)c1ccc(-c2ccccn2)cc1,Ir,6.0
KUPMUF,Brc1ccc(-c2ccccc2)nc1.CC(C)(C)c1ccc(-c2ccccn2)cc1.CC(C)(C)c1ccc(-c2ccccn2)cc1,Ir,6.0
KUPNAM,Brc1ccc(-c2ccc(Br)cn2)cc1.CC(C)(C)c1ccc(-c2ccccn2)cc1.CC(C)(C)c1ccc(-c2ccccn2)cc1,Ir,6.0
KUQKOY,CC(C)P(c1cccc2c1C1c3ccccc3C2c2cccc(P(C(C)C)C(C)C)c21)C(C)C.Cl,Ir,4.0
KUQNEQ,Cc1ccc(-c2cc(-c3ccccn3)nc(-c3ccccn3)c2)cc1.Cl.Cl.Cl,Ir,6.0
KURREX,CC(C)P(C(C)C)C(C)C.CC(C)P(C(C)C)C(C)C.Cc1cccc(N=C2N=C(Nc3cccc(C)n3)c3ccccc32)n1,Ir,4.0
KUVSUS,CC(N)=O.Cc1c(C)c(C)c(C)c1C.c1ccc(c2ccccn2)cc1,Ir,8.0
KUVVAY,C1=CCCC=CCC1.Clc1cc(Cl)c(Cl)c(Cl)c1Cl.Clc1cc(Cl)c(Cl)c(Cl)c1Cl,Ir,6.0
KUWBUB,CCOc1ccc(-c2cc(C)ccn2)c(F)c1F.CCOc1ccc(-c2cc(C)ccn2)c(F)c1F.O=C(O)c1ccccn1,Ir,6.0
KUWTEE,Cc1c(C)c(C)c(C)c1C.Cl.O=[N+]([O-])c1ccc(O)c2ncccc12,Ir,8.0
KUWTII,Cc1c(C)c(C)c(C)c1C.Cc1ccc2c(Cl)cc(Cl)c(O)c2n1.Cl,Ir,8.0
KUWYAF,c1ccc(-c2ccccn2)nc1.c1ccc(-c2nnc(-c3ccccc3)n2-c2ccccc2)cc1.c1ccc(-c2nnc(-c3ccccc3)n2-c2ccccc2)cc1,Ir,6.0
KUWYEJ,c1ccc(-c2nnc(-c3ccccc3)n2-c2ccccc2)cc1.c1ccc(-c2nnc(-c3ccccc3)n2-c2ccccc2)cc1.c1ccc(-n2c(-c3ccccn3)nc3ccccc32)cc1,Ir,6.0
KUWYIN,Fc1ccc(-c2nnc(-c3ccc(F)cc3)n2-c2ccccc2)cc1.Fc1ccc(-c2nnc(-c3ccc(F)cc3)n2-c2ccccc2)cc1.c1ccc(-c2ccccn2)nc1,Ir,6.0
KUZVOT,CC(C)P(c1cccc2c1Oc1c(P(C(C)C)C(C)C)cccc1C2(C)C)C(C)C.C[SiH](O[Si](C)(C)C)O[Si](C)(C)C,Ir,4.0
LABYAP,C(C=Cc1ccccc1)=Cc1ccccc1.CC(=O)C=Cc1ccccc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,Ir,5.0
LABYET,C(C=Cc1ccccc1)=Cc1ccccc1.O=C1CCCc2ccccc21.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,Ir,5.0
LADFEC,CC(=O)C=C(C)O.CCC1(CC)c2ccccc2-c2ccc(-c3nc4ccccc4n3-c3ccccc3)cc21.CCC1(CC)c2ccccc2-c2ccc(-c3nc4ccccc4n3-c3ccccc3)cc21,Ir,6.0
LADHOR,CC(C)(C)c1cc(Cc2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1.Cc1c(C)c(C)c(C)c1C.I,Ir,8.0
LADVEU,O=C(O)c1cnccn1.c1ccc(-c2nc3ccccc3o2)cc1.c1ccc(-c2nc3ccccc3o2)cc1,Ir,6.0
LADVIY,Oc1ccccc1-c1nc2ccccc2s1.c1ccc(-c2nc3ccccc3o2)cc1.c1ccc(-c2nc3ccccc3o2)cc1,Ir,6.0
LAFBIE,Cc1ccc(-c2cc(C)ccn2)cc1.Cc1ccc(-c2cc(C)ccn2)cc1.Cc1ccc(-c2cc(C)ccn2)cc1,Ir,6.0
LAFBOK,Cc1ccc(-c2ccc(C)cn2)cc1.Cc1ccc(-c2ccc(C)cn2)cc1.Cc1ccc(-c2ccc(C)cn2)cc1,Ir,6.0
LAFXUN,C1=CCCCCCC1.Cc1ccc(N(C)C)c(P(C2CCCCC2)C2CCCCC2)c1.Cl,Ir,5.0
LAFYAU,CP(C)C.Cc1ccc(N(C)C)c(P(C2CCCCC2)C2CCCCC2)c1.Cl,Ir,4.0
LAFYEZ,Cl.Cl.ON=C(N=Nc1ccccc1)c1ccccc1.ON=C(N=Nc1ccccc1)c1ccccc1,Ir,6.0
LAFYID,Cl.Cl.N=C(N=Nc1ccccc1)c1ccccc1.N=C(N=Nc1ccccc1)c1ccccc1,Ir,6.0
LAFYOI,CO([SiH](C)C)[SiH](C)C.Cc1ccc(N(C)C)c(P(C2CCCCC2)C2CCCCC2)c1.Cl,Ir,5.0
LAFYUO,C[SiH](C)C([SiH](C)Cl)([Si](C)(C)C)[Si](C)(C)C.Cc1ccc(N(C)C)c(P(C2CCCCC2)C2CCCCC2)c1,Ir,4.0
LAFZAW,Cl.ON=C(N=Nc1ccccc1)c1ccccc1.ON=C(N=Nc1ccccc1)c1ccccc1.[Cl-],Ir,6.0
LAFZEZ,CP(C)C.Cc1cc(C)c(-c2cccc(-c3c(C)cc(C)cc3C)c2[SiH2]Cl)c(C)c1.Cc1ccc(N(C)C)c(P(C2CCCCC2)C2CCCCC2)c1,Ir,4.0
LAFZID,CC(C)c1cc(C(C)C)c([SiH3])c(C(C)C)c1.CN(C)c1ccncc1.Cc1ccc(N(C)C)c(P(C2CCCCC2)C2CCCCC2)c1.Cl,Ir,5.0
LAGWAU,CC(C)P(Cc1cccc(CP(C(C)C)C(C)C)n1)C(C)C.Cl.Cl,Ir,5.0
LAGWEY,CC(C)P(Cc1cncc(CP(C(C)C)C(C)C)n1)C(C)C.Cl,Ir,4.0
LAGWIC,CC(C)P(Cc1cncc(CP(C(C)C)C(C)C)n1)C(C)C.Cl.Cl,Ir,5.0
LAGWOI,COc1cc(CP(C(C)C)C(C)C)nc(CP(C(C)C)C(C)C)c1.Cl.Cl,Ir,5.0
LAHBUV,C1=CCCC=CCC1.Cc1cc(C)c(N2C=CN(Cn3cccn3)C2)c(C)c1,Ir,6.0
LAJJAI,c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc2cnccc2c1.c1ccc2cnccc2c1,Ir,4.0
LAJJEM,C#O.C1CCNCC1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,Ir,4.0
LAJPAP,CC(C)(C)P(CCNCCP(C(C)(C)C)C(C)(C)C)C(C)(C)C.Cl.Cl,Ir,5.0
LAJWEY,CP(C)C.CP(C)C.CP(C)C.Cc1cc(C)cc(O)c1.Cl,Ir,5.0
LAJWIC,CP(C)C.CP(C)C.CP(C)C.Cl.O=C(O)c1ccccc1,Ir,5.0
LAJWOI,CP(C)C.CP(C)C.CP(C)C.Cl.O=C(O)c1ccccc1O,Ir,5.0
LAKQOH,FC(F)(F)c1ccc(-c2ccc(-c3ccc(C(F)(F)F)cc3)nn2)cc1.FC(F)(F)c1ccc(-c2ccc(-c3ccc(C(F)(F)F)cc3)nn2)cc1.O=C(O)c1ccccn1,Ir,6.0
LAKQUN,FC(F)(F)c1cc(-c2ccccn2)[nH]n1.FC(F)(F)c1ccc(-c2ccc(-c3ccc(C(F)(F)F)cc3)nn2)cc1.FC(F)(F)c1ccc(-c2ccc(-c3ccc(C(F)(F)F)cc3)nn2)cc1,Ir,6.0
LAKRAU,FC(F)(F)c1ccc(-c2nnc(-c3ccc(C(F)(F)F)cc3)c3c2C2CCC3CC2)cc1.FC(F)(F)c1ccc(-c2nnc(-c3ccc(C(F)(F)F)cc3)c3c2C2CCC3CC2)cc1.O=C(O)c1ccccn1,Ir,6.0
LAKREU,C#O.CC(C)(C)c1cc(C(C)(C)C)c([TeH])c(C(C)(C)C)c1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,Ir,4.0
LALREX,C1=CCCC=CCC1.CCCN1C=CN(C(CN2C=CN(C)C2)C(C)C)C1,Ir,6.0
LAMBOU,Cc1c(C)c(C)c(C)c1C.Cl.c1ccc(C2=NCCO2)cc1,Ir,8.0
LAMRIA,C1=CCCC=CCC1.COCCP(C(C)C)C(C)C,Ir,6.0
LAMWIF,C1=CCCC=CCC1.Cc1ccc(N=P(CP(=Nc2ccc(C)cc2)(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)cc1,Ir,6.0
LAMWIH,Fc1ccc(-c2ccccn2)c(F)c1.Fc1ccc(-c2ccccn2)c(F)c1.NC(=O)c1ccccc1.O,Ir,6.0
LANBIM,[H]CC(C)(C)N1C=CN(C(C)(C)C)C1.[H]CC(C)(C)N1C=CN(C(C)(C)C)C1,Ir,4.0
LANMAO,CP(C)C.CP(C)C.CP(C)C.Cl.c1ccccc1,Ir,5.0
LANMES,CP(C)C.CP(C)C.CP(C)C.Cl.c1ccncc1,Ir,5.0
LANMIW,CP(C)C.CP(C)C.CP(C)C.Cl.c1ccoc1,Ir,5.0
LANMOC,C=Cc1ccccc1S.CP(C)C.CP(C)C.CP(C)C.Cl,Ir,6.0
LAPKOD,CC(C)C1COC(c2ccccc2P(c2ccccc2)c2ccccc2)=N1.CC(C)C1COC(c2ccccc2P(c2ccccc2)c2ccccc2)=N1,Ir,4.0
LAQGOC,C1=CCCC=CCC1.Cc1ccccn1.Cl,Ir,6.0
LASFOA,C1=CCCC=CCC1.CC(C)(C)P(=S)(CP(c1ccccc1)c1ccccc1)C(C)(C)C,Ir,6.0
LASVOT,CN1C=CN(c2cccc(OC(C)(C)C)n2)C1.Cc1c(C)c(C)c(C)c1C.Cl,Ir,8.0
LASVUZ,CN1C=CN(c2cccc(O)n2)C1.Cc1c(C)c(C)c(C)c1C.Cl,Ir,8.0
LASWAG,COc1cccc(N2C=CN(C)C2)n1.Cc1c(C)c(C)c(C)c1C.Cl,Ir,8.0
LASWEK,COc1cccc(c2cccc(OC)n2)n1.Cc1c(C)c(C)c(C)c1C.Cl,Ir,8.0
LASXIP,CN1C=CN(c2cccc3[n+]2CCO3)C1.Cc1c(C)c(C)c(C)c1C.Cl,Ir,8.0
LAXKUU,COc1ccc(N2C=CN(c3ccc(F)cc3)C2)cc1.Cc1c(C)c(C)c(C)c1C.Cl,Ir,8.0
