Name,LigandSmiles,Metal,classification
QODWAK,CC#CC.CC1(C)COC(c2ccccc2S)=N1.CC1(C)COC(c2ccccc2S)=N1.O,W,7.0
QODWEO,C(#Cc1ccccc1)c1ccccc1.CC1(C)COC(c2ccccc2S)=N1.CC1(C)COC(c2ccccc2S)=N1.O,W,7.0
QODWIS,CC1(C)COC(c2ccccc2S)=N1.CC1(C)COC(c2ccccc2S)=N1.O.O,W,6.0
QOFSEL,C#O.C#O.C#O.C#O.C#O.CC(C)(C)C1=PC2(C(C)(C)C)P3P4PC2(C(C)(C)C)P1C43C(C)(C)C,W,6.0
QOGCUK,Cc1c(C)c(C)c(C)c1C.O.S.[SeH2],W,8.0
QOGDAR,Cc1c(C)c(C)c(C)c1C.Cl.S.S,W,8.0
QOGDEV,Cc1c(C)c(C)c(C)c1C.O.S.S,W,8.0
QOGDIZ,Cc1c(C)c(C)c(C)c1C.O.S.SCc1ccccc1,W,8.0
QOJZOE,C#O.C#O.C#O.C#O.C[Te]Cc1ccccc1C[Te]C,W,6.0
QOKMIM,C#O.C#O.C#O.C#O.C#O.CC1=NCCS1,W,6.0
QOLDOM,CC(C)P(CCP(CCP(C(C)C)C(C)C)c1ccccc1)C(C)C.Cl.Cl.Cl.N=O,W,7.0
QOLFAA,CC(C)P(CCP(CCP(C(C)C)C(C)C)c1ccccc1)C(C)C.Cl.Cl.N=O,W,6.0
QOLFOO,C=C.CC(C)P(CCP(CCP(C(C)C)C(C)C)c1ccccc1)C(C)C.Cl.N=O,W,7.0
QONSAO,C#O.C#O.C#O.C#O.C#O.COCC1=CC=C(C2=CC=CO2)S1,W,6.0
QONSER,CC(C)(C)c1cc2c(O)c(c1)Cc1cc(C(C)(C)C)cc(c1O)Cc1cc(C(C)(C)C)cc(c1O)Cc1cc(C(C)(C)C)cc(c1O)C2.CC(C)(C)c1cc2c(O)c(c1)Cc1cc(C(C)(C)C)cc(c1O)Cc1cc(C(C)(C)C)cc(c1O)Cc1cc(C(C)(C)C)cc(c1O)C2,W,6.0
QONSES,C#O.C#O.C#O.C#O.C#O.CCOCC1=CC=C(C2=CC=CN2C)S1,W,6.0
QORJOW,C#O.C#O.C#O.Sc1ccccn1.Sc1ccccn1,W,7.0
QORJUC,N=O.N=O.Sc1ccccn1.Sc1ccccn1,W,6.0
QORKAJ,N=O.Sc1ccccn1.Sc1ccccn1.Sc1ccccn1,W,7.0
QORYOM,C#O.C#O.C#O.C#O.C#O.CN1C=CN=C1N=Nc1cccc2ccccc12,W,6.0
QOVGIS,C#O.C#O.C#O.C#O.CCC1=C(CC)P(C(C)=NP2N(c3c(C)cc(C)cc3C)CCN2c2c(C)cc(C)cc2C)C(CC)=C1CC,W,6.0
QOVYUX,CC(C)(C)c1cc(C(C)(C)C)c2c(c1O)Nc1c(O)c(C(C)(C)C)cc(C(C)(C)C)c1O2.CC(C)(C)c1cc(C(C)(C)C)c2c(c1O)Nc1c(O)c(C(C)(C)C)cc(C(C)(C)C)c1O2,W,6.0
QOXBIP,O.O=C([O-])c1ccc2ccccc2n1.OO.OO,W,7.0
QOXNEW,C#O.C#O.CO[PH](=O)OC.Cc1cc(C)c(C)c(C)c1.c1ccc(P(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,W,6.0
QOXQAY,C#O.CC[Si](CC)(CC)OC.Cc1cc(C)c(N2C=CN(c3c(C)cc(C)cc3C)C2)c(C)c1.c1cccc1,W,8.0
QOYYIM,C#O.C#O.C#O.CC(C)(C)C#NB123[BH]45[BH]67[CH]89[BH]1%10[BH]81%11[BH]698[BH]746[BH]524[BH]%1031[BH]68%114.c1ccc(P(c2ccccc2)c2ccccc2)cc1,W,9.0
QOYYUY,C#O.C#O.C#O.CCOB123[BH]45[BH]67[CH-]89[BH]1%10[BH]81%11[BH]698[BH]746[BH]524[BH]%1031[BH]68%114.c1ccc(P(c2ccccc2)c2ccccc2)cc1,W,9.0
QOYZAF,C#O.C#O.C#O.CCCCO(C)B123[BH]45[BH]67[CH]89[BH]1%10[BH]81%11[BH]698[BH]746[BH]524[BH]%1031[BH]68%114.c1ccc(P(c2ccccc2)c2ccccc2)cc1,W,9.0
QOYZEJ,C#O.C#O.C#O.CC=[N+](C)B123[BH]45[BH]67[CH-]89[BH]1%10[BH]81%11[BH]698[BH]746[BH]524[BH]%1031[BH]68%114.c1ccc(P(c2ccccc2)c2ccccc2)cc1,W,9.0
QOZSOQ,C#O.C#O.C#O.C#O.C#O.O=C1CCP2CC(c3ccccc3)c3ccccc3C2N1c1ccccc1,W,6.0
QUBPIO,C#O.C#O.C#O.C#O.C#O.CC1=C(C)C(C)(P([O-])C(NC2CCCCC2)=[NH+]C2CCCCC2)C(C)=C1C,W,6.0
QUBPOU,C#O.C#O.C#O.C#O.C#O.CC1=C(C)C(C)(P2C(=NC(C)C)N2C(C)C)C(C)=C1C,W,6.0
QUBPUA,C#O.C#O.C#O.C#O.C#O.CC1=C(C)C(C)(P([O-])C(NC(C)C)=[NH+]C(C)C)C(C)=C1C,W,6.0
QUDJII,C1=CCC=C1.Cc1cc(C)c(N)c(C)c1.Cc1cc(C)c(N)c(C)c1.c1cccc1,W,8.0
QUDTIS,C#NC(C)(C)C.C#NC(C)(C)C.C#O.CC=O.Cc1c(C)c(C)c(C)c1C,W,9.0
QUDZOE,C#O.C#O.C#O.C#O.C#O.CC1=CC[Sb](c2c(C([Si](C)(C)C)[Si](C)(C)C)cc(C([Si](C)(C)C)[Si](C)(C)C)cc2C([Si](C)(C)C)[Si](C)(C)C)C1,W,6.0
QUFNUB,C#CCCC(=O)O.C#O.Cc1cc(C)n([BH](n2nc(C)cc2C)n2nc(C)cc2C)n1.I,W,7.0
QUJRUJ,CC(C)([O-])O[O-].O.OO.OO,W,7.0
QUKLIU,CC(C)P(CCP(C(C)C)C(C)C)C(C)C.CC(C)P(CCP(C(C)C)C(C)C)C(C)C.N=C=O.N=O,W,5.0
QUNHUF,C#O.C#O.C#O.C#O.c1ccc(P(c2ccccn2)c2ccccn2)nc1,W,6.0
QUNJER,C#O.C#O.C#O.C#O.c1ccc(P(c2ccccn2)c2ccccn2)nc1.c1ccc(P(c2ccccn2)c2ccccn2)nc1,W,6.0
QUNYON,CC(C)(C)c1cc2c(O)c(c1)Cc1cc(C(C)(C)C)cc(c1O)Cc1cc(C(C)(C)C)cc(c1O)Cc1cc(C(C)(C)C)cc(c1O)C2.CC(C)=C(C)C,W,6.0
QUNYUT,C(=Cc1ccccc1)c1ccccc1.CC(C)(C)c1cc2c(O)c(c1)Cc1cc(C(C)(C)C)cc(c1O)Cc1cc(C(C)(C)C)cc(c1O)Cc1cc(C(C)(C)C)cc(c1O)C2.[H]C([H])([H])C#N,W,7.0
QUNZAA,CC(C)(C)c1cc2c(O)c(c1)Cc1cc(C(C)(C)C)cc(c1O)Cc1cc(C(C)(C)C)cc(c1O)Cc1cc(C(C)(C)C)cc(c1O)C2.C[CH-]C(C)C,W,6.0
QUNZII,CC(C)(C)c1cc2c(O)c(c1)Cc1cc(C(C)(C)C)cc(c1O)Cc1cc(C(C)(C)C)cc(c1O[Li](C(Cc1ccccc1)c1ccccc1)(O1CCCC1)O1CCCC1)Cc1cc(C(C)(C)C)cc(c1O)C2,W,6.0
QUNZOO,C(#Cc1ccccc1)c1ccccc1.CC(C)(C)c1cc2c(O)c(c1)Cc1cc(C(C)(C)C)cc(c1O)Cc1cc(C(C)(C)C)cc(c1O)Cc1cc(C(C)(C)C)cc(c1O)C2,W,6.0
QUPBEI,C1=CC2CCC1C2.CC(C)(C)c1cc2c(O)c(c1)Cc1cc(C(C)(C)C)cc(c1O)Cc1cc(C(C)(C)C)cc(c1O)Cc1cc(C(C)(C)C)cc(c1O)C2,W,6.0
QUPBIM,CC(C)(C)c1cc2c([O-])c(c1)Cc1cc(C(C)(C)C)cc(c1O)Cc1cc(C(C)(C)C)cc(c1O)Cc1cc(C(C)(C)C)cc(c1O)C2.CCCc1ccccc1,W,6.0
QUPFEM,C#O.C#O.C#O.FC(F)(F)C1(C(F)(F)F)O[SbH]2(OC(C(F)(F)F)(C(F)(F)F)c3ccccc32)c2ccccc21.c1cccc1,W,9.0
QUPGIR,C#O.C#O.C#O.CC1(C(F)(F)F)O[SbH]2(OC(C(F)(F)F)(C(F)(F)F)c3ccccc32)c2ccccc21.c1cccc1,W,9.0
QUPPID,CC(C)(C)O.Cc1ccccc1.Cc1ccccc1.Cc1ccccc1.Nc1c(Cl)cccc1Cl,W,5.0
QUPPOJ,CC(C)(C)c1ccccc1.CC(C)(C)c1ccccc1.CC(C)(C)c1ccccc1.Cc1cc(C)cc(N)c1.Cl,W,5.0
QUPPUP,C1=CNC=C1.C1=CNC=C1.CC(C)(C)c1ccccc1.CC(C)c1cccc(C(C)C)c1N.CO1CCO(C)[Li]12345c1c2c3n4c15,W,5.0
QUPQAW,CC(C)(C)O.CC(C)(C)c1ccccc1.CC(C)(C)c1ccccc1.Cc1cc(C)cc(N)c1.Cl,W,5.0
QUQBAF,FC(F)(F)C(S)=C(S)C(F)(F)F.FC(F)(F)C([S-])=C(S)C(F)(F)F.FC(F)(F)C([S-])=C(S)C(F)(F)F,W,6.0
QUQBEJ,FC(F)(F)C([S-])=C(S)C(F)(F)F.FC(F)(F)C([S-])=C(S)C(F)(F)F.O,W,5.0
QURHIU,C#O.C#O.C#O.CC(C)(C)C1=Nc2ccccc2[PH]1=O.c1cccc1,W,9.0
QURMAR,CC(C)(C)S.CC(C)(C)S.CC(C)(C)S.N=O.c1ccncc1,W,5.0
QUWQIJ,C#O.C#O.C#O.C#O.C#O.CCOC(=O)NN(C(=O)OCC)C(=NPC1(C)C(C)=C(C)C(C)=C1C)N=P(c1ccccc1)(c1ccccc1)c1ccccc1,W,6.0
QUWRAC,C#O.C#O.C#O.C#O.C#O.C[Si](C)(C)C(=[PH](Cl)Cc1ccccc1)[Si](C)(C)C,W,6.0
QUWREG,C#O.C#O.C#O.C#O.C#O.CC(C)(C)N=C1P(C([Si](C)(C)C)[Si](C)(C)C)N=C(c2ccccc2)P1C([Si](C)(C)C)[Si](C)(C)C,W,6.0
QUWRIK,C#O.C#O.C#O.C#O.C#O.C[Si](C)(C)C(P)[Si](C)(C)C,W,6.0
QUZQIN,C#O.C#O.C#O.C#O.C#O.P#C[S-],W,6.0
QUZWIT,C#O.C#O.C#O.C#O.C#O.N#CS[K]12345O6CCO1CCO2CCO3CCO4CCO5CC6,W,6.0
RABPEQ,Cc1cc(C)n([BH](n2nc(C)cc2C)n2nc(C)cc2C)n1.O.Oc1ccccc1c1ccccc1O,W,6.0
RABPIU,Oc1ccccc1-c1ccccc1O.Oc1ccccc1-c1ccccc1O.Oc1ccccc1-c1ccccc1O,W,6.0
RACPAO,C#O.C#O.C#O.C#O.C#O.O=CC1=CN=C(c2ccccc2)S1,W,6.0
RACPIW,C#O.C#O.C#O.C#O.C#O.O=CC1=CN=C(N2CCCCC2)S1,W,6.0
RACPOC,C#O.C#O.C#O.C#O.C#O.COCC1=CN=C(c2ccccc2)S1,W,6.0
RACQET,C#O.C#O.CC1=CN=C(N2CCCCC2)S1.Cl.c1ccncc1.c1ccncc1,W,6.0
RACQIX,C#O.C#O.CC1=CN=C(c2ccccc2)S1.Cl.c1ccncc1.c1ccncc1,W,6.0
RACQUJ,C#O.C#O.Cc1ccc(C)cc1.Cl.c1ccncc1.c1ccncc1,W,6.0
RACVUM,C[Si](C)(C)NCCN(CCN[Si](C)(C)C)CCN[Si](C)(C)C.Cl,W,5.0
RACWAT,C[Si](C)(C)NCCN(CCN[Si](C)(C)C)CCN[Si](C)(C)C.[AsH3],W,5.0
RAFXAX,C#O.C#O.C#O.C=C(C)C[SeH].c1cccc1,W,9.0
RAGJEO,C#O.C#O.C#O.C#O.C#O.I,W,6.0
RAKFAK,C#O.C#O.C#O.C#O.C#O.CC(C)(C)C1=CC=NN1,W,6.0
RALHIY,C#O.C#O.C#O.C#O.CC1=CC(C)=NN1C(C1=NC=CN1C)N1N=C(C)C=C1C,W,6.0
RALNAX,C#O.C#O.C#O.Cc1ccnc(S)c1.Cc1ccnc(S)c1,W,7.0
RALNEB,C#O.C#O.C#O.Sc1ncccc1Cl.Sc1ncccc1Cl,W,7.0
RALNIF,C#O.C=C.Cc1ccnc(S)c1.Cc1ccnc(S)c1,W,7.0
RALNOL,C#C.C#O.Sc1ncccc1Cl.Sc1ncccc1Cl,W,7.0
RALNUR,C#C.C#O.Cc1nc(S)ccc1[N+](=O)[O-].Cc1nc(S)ccc1[N+](=O)[O-],W,7.0
RALPAZ,C#C.C#O.C=CN1C=CC(C)=CC1=S.Cc1ccnc(S)c1,W,7.0
RALPED,C#C.C#O.C=CN1C=CC=C(Cl)C1=S.Sc1ncccc1Cl,W,7.0
RALPIH,C#C.Cc1ccnc(S)c1.Cc1ccnc(S)c1.O,W,7.0
RALPON,C#C.O.Sc1ncccc1Cl.Sc1ncccc1Cl,W,7.0
RALPUT,C#C.Cc1nc(S)ccc1[N+](=O)[O-].Cc1nc(S)ccc1[N+](=O)[O-].O,W,7.0
RALQAA,C#C.O.Sc1ccccn1.Sc1ccccn1,W,7.0
RALXUX,C#O.C#O.CCN(C)CC.Cc1c(C)c(C)c(C)c1C.Cl,W,9.0
RAMQUR,C#N.C#N.C#N.C#N.C#N.O,W,6.0
RANHEU,CC(C)c1cc(C(C)C)c(-c2cc(NCCN(CCNc3cc(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)cc(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)c3)CCNc3cc(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)cc(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)c3)cc(-c3c(C(C)C)cc(C(C)C)cc3C(C)C)c2)c(C(C)C)c1.N#N,W,5.0
RANHIY,CC(C)c1cc(C(C)C)c(-c2cc(NCCN(CCNc3cc(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)cc(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)c3)CCNc3cc(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)cc(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)c3)cc(-c3c(C(C)C)cc(C(C)C)cc3C(C)C)c2)c(C(C)C)c1.N,W,5.0
RANHOE,CC(C)c1cc(C(C)C)c(-c2cc(NCCN(CCNc3cc(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)cc(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)c3)CCNc3cc(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)cc(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)c3)cc(-c3c(C(C)C)cc(C(C)C)cc3C(C)C)c2)c(C(C)C)c1.N=N,W,5.0
RANHUK,CC(C)c1cc(C(C)C)c(-c2cc(NCCN(CCNc3cc(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)cc(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)c3)CCNc3cc(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)cc(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)c3)cc(-c3c(C(C)C)cc(C(C)C)cc3C(C)C)c2)c(C(C)C)c1.NN,W,5.0
RANJAS,CC(C)c1cc(C(C)C)c(-c2cc(NCCN(CCNc3cc(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)cc(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)c3)CCNc3cc(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)cc(-c4c(C(C)C)cc(C(C)C)cc4C(C)C)c3)cc(-c3c(C(C)C)cc(C(C)C)cc3C(C)C)c2)c(C(C)C)c1.[N-]=N,W,5.0
RANSAB,C#O.C#O.C#O.C#O.C#O.C1=CP(c2ccccc2)C=Cc2ccccc21,W,6.0
RAPZOX,C#O.C#O.C#O.C#O.C#O.CC[n+]1ccccc1,W,6.0
RAPZUD,C#O.C#O.C#O.C#O.C#O.CC[N+]1=CCC=CC1,W,6.0
RARGOG,Oc1ccccc1O.c1ccc(P(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1.c1ccc(P(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,W,6.0
RARGUM,C(=Cc1ccccc1)c1ccccc1.Cl.Cl.Cl.O=C(O)c1cc(Cl)ccc1O,W,7.0
RARHAT,C(=Cc1ccccc1)c1ccccc1.Cl.Cl.Cl.Oc1ccccc1O,W,7.0
RARNAZ,C#O.C#O.C#O.C#O.C#O.C1=C(c2ccccc2)C2=C(CCCC2)OC1,W,6.0
RARPEG,C#O.C#O.C#O.C#O.C#O.COCC1C(c2ccccc2)C1(c1ccccc1)C(O)c1ccccc1,W,6.0
RARRUB,C#O.C#O.C#O.C#O.C#O.CC(C)N1CCN(C(C)C)P1,W,6.0
RARSAI,C#O.C#O.C#O.C#O.C#O.CC(C)N1CCN(C(C)C)P1ON1C(C)(C)CCCC1(C)C,W,6.0
RARSEM,C#O.C#O.C#O.C#O.C#O.CC(C)N1CCOP1,W,6.0
RARSIQ,C#O.C#O.C#O.C#O.C#O.CC1(C)OPOC1(C)C,W,6.0
RARSOW,C#O.C#O.C#O.C#O.C#O.CC(C)N1CCOP1ON1C(C)(C)CCCC1(C)C,W,6.0
RARSUC,C#O.C#O.C#O.C#O.C#O.CC1(C)CCCC(C)(C)N1OP1OC(C)(C)C(C)(C)O1,W,6.0
RARTIN,C#O.C#O.C#O.I.c1ccc(P(c2ccccc2)c2cc(c3ccccc3)cc2c2ccccc2)cc1,W,9.0
RATTEN,C#O.C#O.C#O.CCOC(=O)C(=O)S.c1cccc1,W,9.0
RAWKOP,C#O.CC#Cc1ccccc1.CCC(C)=N.Cc1cc(C)n([BH](n2nc(C)cc2C)n2nc(C)cc2C)n1,W,7.0
RAWKUV,C#O.CC#Cc1ccccc1.CC(=N)c1ccccc1.Cc1cc(C)n([BH](n2nc(C)cc2C)n2nc(C)cc2C)n1,W,7.0
RAWLAC,C#O.CC#Cc1ccccc1.CC(CN)c1ccccc1.Cc1cc(C)n([BH](n2nc(C)cc2C)n2nc(C)cc2C)n1,W,7.0
RAWTUE,C#O.C#O.CN(C)CCN=Cc1ccccc1C(Cc1ccccc1)c1ccccc1.F,W,7.0
RAWVAM,C#O.C#O.CCC(c1ccccc1)c1ccccc1C=NCCN(C)C.F,W,7.0
RAXXAP,C#O.C#O.C#O.CN(C)=BB(Cl)=N(C)C.c1cccc1,W,9.0
RAXYUK,C#O.C#O.C#O.C#O.C#O.c1ccc(C2SC3OCCCC32)cc1,W,6.0
RAYCUP,C#O.C#O.C#O.Cc1ccccc1.c1cccc1,W,9.0
RAYFON,C=CCC(C)C.c1cccc1.c1cccc1,W,12.0
RAYJUY,C#O.C#O.C#O.C#O.C#O.CN1C(C2=CSC=C2)P1C([Si](C)(C)C)[Si](C)(C)C,W,6.0
RAYKAF,C#O.C#O.C#O.C#O.C#O.CN1C=C2C=CSC2P1C([Si](C)(C)C)[Si](C)(C)C,W,6.0
RECXIH,C#O.C#O.C#O.C#O.C#O.C[Si](C)(C)C1=CC2=C(S1)C1=C(C=C([Si](C)(C)C)S1)P2c1ccccc1,W,6.0
RECXUT,C#O.C#O.C#O.C#O.C1=CC2=C(S1)C1=C(C=CS1)P2c1ccccc1.C1=CC2=C(S1)C1=C(C=CS1)P2c1ccccc1,W,6.0
REDNUK,C#O.C#O.C#O.C#O.C#O.C=C,W,7.0
REGKAP,C#O.C#O.Cc1cc(C)n([BH](n2nc(C)cc2C)n2nc(C)cc2C)n1.[H]C(BCC)c1ccc(C)cc1,W,7.0
REHLIC,C#O.C#O.C#O.C#O.C#O.c1ccc(C(PN2CCCCC2)(c2ccccc2)c2ccccc2)cc1,W,6.0
REHLOI,C#O.C#O.C#O.C#O.C#O.CN(C)PC(c1ccccc1)(c1ccccc1)c1ccccc1,W,6.0
REHLUO,C#O.C#O.C#O.C#O.C#O.c1ccc(CN(Cc2ccccc2)PC(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,W,6.0
REHMAV,C#O.C#O.C#O.C#O.C#O.CCNPC(c1ccccc1)(c1ccccc1)c1ccccc1,W,6.0
REHMEZ,C#O.C#O.C#O.C#O.C#O.c1ccc(C(PN2CCCC2)(c2ccccc2)c2ccccc2)cc1,W,6.0
REHMID,C#O.C#O.C#O.C#O.C#O.C=CCNPC(c1ccccc1)(c1ccccc1)c1ccccc1,W,6.0
REHMOJ,C#O.C#O.C#O.C#O.C#O.CN(C)P(C)C(c1ccccc1)(c1ccccc1)c1ccccc1,W,6.0
REHMUP,C#O.C#O.C#O.C#O.C#O.NPC(c1ccccc1)(c1ccccc1)c1ccccc1,W,6.0
REHNAW,C#O.C#O.C#O.C#O.C#O.C=CCNP(c1ccc(C(c2ccccc2)c2ccccc2)cc1)C(c1ccccc1)(c1ccccc1)c1ccccc1,W,6.0
REHNEA,C#O.C#O.C#O.C#O.C#O.ClPC(c1ccccc1)(c1ccccc1)c1ccccc1,W,6.0
REHNIE,C#O.C#O.C#O.C#O.C#O.CCN(CC)PC(c1ccccc1)(c1ccccc1)c1ccccc1,W,6.0
REJHUJ,C#O.CC#CC.CC#CC.I.I.N#Cc1ccccc1,W,8.0
REJWEI,CC(C)(C)c1cc2c([O-])c(c1)Cc1cc(C(C)(C)C)cc(c1O)Cc1cc(C(C)(C)C)cc(c1O)Cc1cc(C(C)(C)C)cc(c1O)C2.Cc1ccccc1,W,5.0
REKTUX,C.C#O.C#O.C#O.CC1=C(C)C(=O)C2=NN(N=Cc3cccc3)N=C2C1=O,W,9.0
REKVIN,C.C#O.C#O.C#O.O=C1C2=NN(N=Cc3cccc3)N=C2C(=O)N1c1ccccc1,W,9.0
REKXUA,C#O.CC#CC.COc1ccc(CO)cc1.c1cnn([BH](n2cccn2)n2cccn2)c1,W,8.0
RELFEW,C#O.C#O.C#O.C#O.C#O.CC1CCC(C(C)C)C(P2P=C(c3ccccc3)C(c3ccccc3)=C2c2ccccc2)C1,W,6.0
REPKIH,c1cccc1.c1cccc1,W,10.0
REPPIL,C#O.C#O.CCNC(=O)P(c1ccccc1)c1ccccc1C.c1cccc1,W,9.0
REQRAG,C1CCOC1.c1cccc1.c1cccc1,W,11.0
REQREK,CC#N.CC#N.c1cccc1.c1cccc1,W,12.0
RERKAB,C#O.C#O.C#O.C#O.C#O.CCOC(=O)C1CP(C([Si](C)(C)C)[Si](C)(C)C)N=C1N1CCCCC1,W,6.0
RERRIP,C#O.C#O.C#O.C#O.C#O.CC(=O)C1=C(C)N(c2ccccc2)CC=C1c1ccccc1,W,6.0
RERROV,C#O.C#O.C#O.C#O.C#O.CCOCC=C(C(C(C)=O)=C(C)Nc1ccc(C)cc1)c1ccccc1,W,6.0
RESFII,CO.O.OC(=NN=Cc1cc(Cl)ccc1O)c1ccncc1.OO,W,7.0
RETBAU,COP(OC)OC.N=O.c1ccc2ccccc2c1.c1cnn([BH](n2cccn2)n2cccn2)c1,W,7.0
RETJEI,C#O.C#O.COC(=O)C=C(C(=O)OC)P(C(S)=NC(C)(C)C)C(C)(C)C.Cc1c(C)c(C)c(C)c1C,W,9.0
RETLAG,C#O.C#O.Cc1c(C)c(C)c(C)c1C.Cc1ccc(C(c2ccc(C)cc2)P(S)C(C)(C)C)cc1,W,9.0
RETNEJ,C.C.C.C.C.C.C,W,7.0
RETQEP,C#O.C#O.CCNC(=O)P(C(S)=NC(C)(C)C)c1ccccc1.Cc1c(C)c(C)c(C)c1C,W,9.0
RETXAP,C#O.C#O.C#O.C#O.C#O.CCCCC(=C=C=C(N(C)C)N(C)C)CC#C[Si](C)(C)C,W,6.0
REXMAJ,C#O.C#O.C[Si](C)(C)C([SiH2]OC=Cc1ccccc1)([Si](C)(C)C)[Si](C)(C)C.Cc1c(C)c(C)c(C)c1C,W,8.0
REXMEN,C#O.C#O.CCCCC=CO[SiH2]C([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C.Cc1c(C)c(C)c(C)c1C,W,8.0
REXRIY,C#O.C#O.Cc1ccc(C(PC(C)(C)C)c2ccc(C)cc2)cc1.c1cccc1,W,9.0
REXTOF,C#O.C#O.C#O.C#O.O=C(c1ccccc1)c1ccncc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,W,6.0
REXTUL,C#O.C#O.C#O.C#O.COc1ccncc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,W,6.0
REYSEW,C#O.C#O.COC(=O)C1=CP(c2c(C)cc(C)cc2C)CC(C(=O)OC)=C1O.c1cccc1,W,9.0
REYXID,C#O.C#O.C#O.C#O.COC(=O)C(NC(=O)CCN=Cc1ccccn1)C(C)C,W,6.0
REZGUY,C#O.C#O.C#O.C1CCC(P(C2CCCCC2)C2CCCCC2)CC1.C1CCC(P(C2CCCCC2)C2CCCCC2)CC1.C=C,W,7.0
RICCUB,Cc1c(C)c(C)c(C)c1C.N=O.c1ccc(P(c2ccccc2)c2ccccc2)cc1,W,8.0
RICDAI,C#NC(C)(C)C.Cc1c(C)c(C)c(C)c1C.N=O.c1ccc(P(c2ccccc2)c2ccccc2)cc1,W,8.0
RICRUR,C#O.C(#CSCc1ccccc1)SCc1ccccc1.C(#CSCc1ccccc1)SCc1ccccc1.C(#CSCc1ccccc1)SCc1ccccc1,W,7.0
RIFHAR,C#O.C#O.C#O.C#O.C#O.CN(C)P1N2CCCN=C2C2=NCCCN21,W,6.0
RIFMIG,Cc1cccc(S)n1.Cc1cccc(S)n1.O.O,W,6.0
RIFMOM,CP(C)C.CP(C)C.Cc1cccc(S)n1.Cc1cccc(S)n1.O,W,6.0
RIFXUD,CC(C)(C)NC(=O)CN(Cc1cc(C(C)(C)C)cc(C(C)(C)C)c1O)Cc1cc(C(C)(C)C)cc(C(C)(C)C)c1O.O.O,W,6.0
RIFYOY,CC(C)(C)c1cc(CN(CC(=O)Nc2ccccc2)Cc2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1.O.O,W,6.0
RIFYUE,CN(C(=O)CN(Cc1cc(C(C)(C)C)cc(C(C)(C)C)c1O)Cc1cc(C(C)(C)C)cc(C(C)(C)C)c1O)c1ccccc1.O.O,W,6.0
RIFZAL,CC(C)(C)c1cc(CN(CC(=O)NCc2ccccc2)Cc2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1.O.O,W,6.0
RIGDOA,C#O.C#O.C#O.C#O.CSC[PH](S)(C(C)(C)C)C(C)(C)C,W,6.0
RIGDUG,C#O.C#O.C#O.CSC[PH](O)(c1ccccc1)c1ccccc1.I.I,W,7.0
RIGVUC,C#O.C#O.C#O.C#O.C#O.CCOCC1=CC=CN1C,W,6.0
RIGWAJ,C#O.C#O.C#O.C#O.C#O.CCOCC1=CC=C(Br)S1,W,6.0
RIGWUD,C#O.C#O.C#O.C#O.C#O.CCOCc1ccc(Br)nc1,W,6.0
RIJLEB,C#O.C#O.C#O.C#O.C#O.COC(=O)C1=C(C(=O)OC)P(C([Si](C)(C)C)[Si](C)(C)C)N=C1c1ccccc1,W,6.0
RIMHOK,CC(=CC(=O)C(F)(F)F)Nc1ccc(Br)cc1.Cl.Cl.Cl.Cl.O,W,6.0
RINKUW,CC(C)(C)P(PP(C(C)(C)C)C(C)(C)C)C(C)(C)C.CC(C)c1cccc(C(C)C)c1N.CC(C)c1cccc(C(C)C)c1N.Cl,W,5.0
RIQQIR,C#O.C#O.C#O.C#O.CC(C)(C)C(N)C(=O)O,W,6.0
RIQQOX,C#O.C#O.C#O.C#O.O=C(O)CP(c1ccccc1)c1ccccc1,W,6.0
RISKIN,CC(C)(C)N.CC(C)(C)N.Cc1c(C)c(C)c(C)c1C.N=O,W,8.0
