smiles,Name,LigandSmiles,Metal,bondorder,oxidation_states,classification
c1ccc(-c2cccc3CN4Cc5cccc(-c6ccccc6)n5->[Ag+](<-n32)<-n2c(C4)cccc2-c2ccccc2)cc1,HAXQOP,c1ccc(-c2cccc(CN(Cc3cccc(-c4ccccc4)n3)Cc3cccc(-c4ccccc4)n3)n2)cc1,Ag,4.0,+1,0
CC1=CC=CC2=NN(c3ccccc3)[C](->[Au+]<-[Cl-])N12,GUVNUH,CC1=CC=CC2=NN(c3ccccc3)CN12.Cl,Au,2.0,+1,0
CC(C)(C)OC(=O)NN[C](NC1CCCCCCCCCCC1)->[Au+]<-[Cl-],CAHJUT,CC(C)(C)OC(=O)NNCNC1CCCCCCCCCCC1.Cl,Au,2.0,+1,0
CCP(CC)(CC)->[Rh+]12(<-C=C->1CC(C)(C)[O-]->2)<-P(CC)(CC)CC,CEPHIP,C=CCC(C)(C)O.CCP(CC)CC.CCP(CC)CC,Rh,5.0,+1,0
CCP(CC)(CC)->[Au+]<-S=c1nccc([O-])[nH]1,JIWKEF,CCP(CC)CC.O=c1ccnc(S)[nH]1,Au,2.0,+1,0
[O-][N+]([O-])=O->[Ag+]<-[Se]1C=C[Se]C=C[Se]C=C[Se]C=C[Se]C=C1,DARVOI,C1=C[Se]C=C[Se]C=C[Se]C=C[Se]C=C[Se]1.O=[N+]([O-])O,Ag,5.0,+1,0
Cc1cc(C)c(P(->[Au+]<-[Br-])(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,XEWTAU,Br.Cc1cc(C)c(P(c2c(C)cc(C)cc2C)c2c(C)cc(C)cc2C)c(C)c1,Au,2.0,+1,0
CC(C)c1cccc(C(C)C)c1-n1c[c-](->[Au+]<-[Cl-])[n+](-c2c(C(C)C)cccc2C(C)C)c1N=Nc1ccccc1,XISGUE,CC(C)c1cccc(C(C)C)c1-n1cc[n+](-c2c(C(C)C)cccc2C(C)C)c1N=Nc1ccccc1.[Cl-],Au,2.0,+1,0
CC#N->[Cu+]12<-N3(C(C)C)CCN->1(C(C)C)CCN->2(C(C)C)CC3,NANVIH,CC#N.CC(C)N1CCN(C(C)C)CCN(C(C)C)CC1,Cu,4.0,+1,0
O=[C]->[Mn+]1(<-[Br-])(<-[C]=O)(<-[C]=O)<-n2ccccc2-c2[nH]c3ccccc3n->12,LOGLUR,Br.C#O.C#O.C#O.c1ccc(C2=Nc3ccccc3N2)nc1,Mn,6.0,+1,0
O=[C]->[Re+]1(<-[Br-])(<-[C]=O)(<-[C]=O)<-n2ccccc2-c2nc(-c3ccccn3)nc(-c3ccccn3)n->12,ECALAV,Br.C#O.C#O.C#O.c1ccc(c2nc(c3ccccn3)nc(c3ccccn3)n2)nc1,Re,6.0,+1,0
O=[C]->[Tc+]1(<-[Cl-])(<-[C]=O)(<-[C]=O)<-n2ccccc2-c2ccccn->12,XELXES,C#O.C#O.C#O.Cl.c1ccc(c2ccccn2)nc1,Tc,6.0,+1,0
CN1C(C#N)=NN(c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])[C]1->[Rh+]123(<-[Cl-])<-C4=C->1CCC->2=C->3CC4,CISFAN,C1=CCCC=CCC1.CN1CN(c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])N=C1C#N.Cl,Rh,6.0,+1,0
O=C1C2C(C(=O)N1c1ccccc1)P1(->[Au+]<-[Cl-])CCC2(c2ccccc2)N1c1ccccc1,ROBDUK,Cl.O=C1C2C(C(=O)N1c1ccccc1)C1(c3ccccc3)CCP2N1c1ccccc1,Au,2.0,+1,0
CCP(CC)(CC)->[Rh+]12345(<-c6c->1(C)c->2(C)c->3c->4(C)c->56C)<-P(CC)(CC)CC,GECJIH,CCP(CC)CC.CCP(CC)CC.Cc1cc(C)c(C)cc1C,Rh,8.0,+1,0
CCP(CC)(CC)->[Au+]<-S=c1n(C)ccn1[BH2-]n1ccn(C)c1=S,EJAQAI,CCP(CC)CC.Cn1ccn([BH2-]n2ccn(C)c2=S)c1=S,Au,2.0,+1,0
CC(C)(C)N1C=CN(C(C)(C)C)[C]1->[Au+]<-O=[N+]([O-])[O-],FAXBEM,CC(C)(C)N1C=CN(C(C)(C)C)=C1.O=[N+]([O-])O,Au,2.0,+1,0
O=[C]->[Re+]1(<-[Br-])(<-[C]=O)(<-[C]=O)<-S=C(Nc2ccccc2)NN->1=Cc1ccc(O)cc1O,LIRCUM,Br.C#O.C#O.C#O.Oc1ccc(C=NNC(=S)Nc2ccccc2)c(O)c1,Re,6.0,+1,0
O[C@H]1CCCC[C@@H]1N1C=CN(Cc2ccccc2)[C]1->[Au+]<-[Cl-],YIKXUM,Cl.OC1CCCCC1N1C=CN(Cc2ccccc2)C1,Au,2.0,+1,0
O=[C]->[Re+]1(<-[Br-])(<-[C]=O)(<-[C]=O)<-Nc2ccccc2-c2sc3ccccc3n->12,GUTMOY,Br.C#O.C#O.C#O.Nc1ccccc1C1=Nc2ccccc2S1,Re,6.0,+1,0
CC(C)c1cccc(C(C)C)c1N1CCN(c2c(C(C)C)cccc2C(C)C)[C]1->[Cu+]<-[S-]Cc1ccccc1,QICWIJ,CC(C)c1cccc(C(C)C)c1N1C=N(c2c(C(C)C)cccc2C(C)C)CC1.SCc1ccccc1,Cu,2.0,+1,0
[Cl-]->[Rh+]123(<-C4=C->1CCC->2=C->3CC4)<-P(c1ccccc1)(c1ccccc1)C(c1ccccc1)[n+]1ccn(-c2ccccn2)c1,XEDGEV,C1=CCCC=CCC1.Cl.c1ccc(C([n+]2ccn(-c3ccccn3)c2)P(c2ccccc2)c2ccccc2)cc1,Rh,6.0,+1,0
[O-][N+]([O-])=O->[Ag+](<-n1cccc2ccc3cccnc3c21)<-P(C1CCCCC1)(C1CCCCC1)C1CCCCC1,LEYBIB,C1CCC(P(C2CCCCC2)C2CCCCC2)CC1.O=[N+]([O-])O.c1cnc2c(c1)ccc1cccnc12,Ag,4.0,+1,0
CCN(CC)[C](NC(C)(C)C)->[Au+]<-[CH-](C(C)=O)C(C)=O,BEFFEY,CC(=O)CC(C)=O.CCN(=CNC(C)(C)C)CC,Au,2.0,+1,0
CCP(CC)(CC)->[Cu+](<-[S-][Si](C)(C)C)(<-P(CC)(CC)CC)<-P(CC)(CC)CC,QEYGEG,CCP(CC)CC.CCP(CC)CC.CCP(CC)CC.C[Si](C)(C)S,Cu,4.0,+1,0
[O-]P(->[Au+]<-P([O-])(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,PIBYOO,O=[PH](c1ccccc1)c1ccccc1.[O-]P(c1ccccc1)c1ccccc1,Au,2.0,+1,0
Cc1ccn2->[Re+](<-[Cl-])(<-[C]=O)(<-[C]=O)(<-[C]=O)<-n3c(-c2c1)n(C)c1ccccc13,REYVOH,C#O.C#O.C#O.Cc1ccnc(C2=Nc3ccccc3N2C)c1.Cl,Re,6.0,+1,0
Cc1cccc(C)n1->[Cu+](<-[Br-])<-n1c(C)cccc1C,DAMVUI,Br.Cc1cccc(C)n1.Cc1cccc(C)n1,Cu,3.0,+1,0
CN(C)Cc1ccccc1P(->[Cu+]<-O=[N+]([O-])[O-])(c1ccccc1CN(C)C)c1ccccc1CN(C)C,FARSIB,CN(C)Cc1ccccc1P(c1ccccc1CN(C)C)c1ccccc1CN(C)C.O=[N+]([O-])O,Cu,4.0,+1,0
[H]O->[Ag+](<-O=[N+]([O-])[O-])<-n1ccccc1C(C)=NNC(=O)c1ccc([N+](=O)[O-])cc1,QERREN,CC(=NNC(=O)c1ccc([N+](=O)[O-])cc1)c1ccccn1.O.O=[N+]([O-])O,Ag,4.0,+1,0
Cc1cc(C)c(-[n+]2c(-c3ccccc3)s[c-](->[Au+]<-[Cl-])c2-c2ccccc2)c(C)c1,ABELOK,Cc1cc(C)c(n2c(c3ccccc3)csc2c2ccccc2)c(C)c1.Cl,Au,2.0,+1,0
Cc1cc(C)n(-c2cccc3-c4ccccn4->[Re+](<-[Br-])(<-[C]=O)(<-[C]=O)(<-[C]=O)<-n32)n1,ZOJQEU,Br.C#O.C#O.C#O.CC1=CC(C)=NN1c1cccc(c2ccccn2)n1,Re,6.0,+1,0
CCP(CC)(CC)->[Au+]<-[S-]C(N=c1cc[c-](Cl)cc1)=[O+]C,TEZWAX,CCP(CC)CC.COC(S)=Nc1ccc(Cl)cc1,Au,2.0,+1,0
Cc1ccccc1P(c1ccccc1C)(c1ccccc1C)->[Ag+]1(<-O=[N+]([O-])[O-])<-n2c(-c3ccc4ccccc4n->13)ccc1ccccc12,LEYCIC,Cc1ccccc1P(c1ccccc1C)c1ccccc1C.O=[N+]([O-])O.c1ccc2nc(-c3ccc4ccccc4n3)ccc2c1,Ag,4.0,+1,0
O=[C]->[Mn+](<-[Br-])(<-[C]=O)(<-[C]=O)(<-n1ccc[nH]1)<-n1ccc[nH]1,DAXPEY,Br.C#O.C#O.C#O.C1=CNN=C1.C1=CNN=C1,Mn,6.0,+1,0
FC(F)(F)c1cc(C(F)(F)F)n(Cn2c(C(F)(F)F)cc(C(F)(F)F)n2->[Ag+]<-n2c(C(F)(F)F)cc(C(F)(F)F)n2Cn2nc(C(F)(F)F)cc2C(F)(F)F)n1,MIMCOB,FC(F)(F)c1cc(C(F)(F)F)n(Cn2nc(C(F)(F)F)cc2C(F)(F)F)n1.FC(F)(F)c1cc(C(F)(F)F)n(Cn2nc(C(F)(F)F)cc2C(F)(F)F)n1,Ag,4.0,+1,0
CCCC[n+]1nn(C)c(C(C)(C)OC(C)=O)[c-]1->[Au+]<-[Cl-],UREKAF,CCCCn1cc(C(C)(C)OC(C)=O)[n+](C)n1.[Cl-],Au,2.0,+1,0
CCP(CC)(CC)->[Cu+]<-[c-]1c(-c2c(C)cc(C)cc2C)cccc1-c1c(C)cc(C)cc1C,OSELOP,CCP(CC)CC.Cc1cc(C)c(-c2cccc(-c3c(C)cc(C)cc3C)c2)c(C)c1,Cu,2.0,+1,0
CCN(CC)[C](Nc1c(C)cccc1C)->[Au+]<-[As](c1ccccc1)(c1ccccc1)c1ccccc1,BOLNAT,CCN(CC)CNc1c(C)cccc1C.c1ccc([As](c2ccccc2)c2ccccc2)cc1,Au,2.0,+1,0
FC(F)(F)c1ccccc1P(->[Au+]<-[Cl-])(c1ccccc1C(F)(F)F)c1ccccc1C(F)(F)F,ADETIO,Cl.FC(F)(F)c1ccccc1P(c1ccccc1C(F)(F)F)c1ccccc1C(F)(F)F,Au,2.0,+1,0
[Br-]->[Au+]<-[C]1N(Cc2ccccc2)CCCN1Cc1ccccc1,ZOLVEE,Br.c1ccc(CN2CCCN(Cc3ccccc3)C2)cc1,Au,2.0,+1,0
CC(C)c1cccc(C(C)C)c1N1CCN(c2c(C(C)C)cccc2C(C)C)[C]1->[Ag+]<-O=C([O-])c1ccccc1,DAKYUM,CC(C)c1cccc(C(C)C)c1N1CCN(c2c(C(C)C)cccc2C(C)C)C1.O=C(O)c1ccccc1,Ag,2.0,+1,0
[Cl-]->[Cu+]1(<-N(=CC=Cc2ccccc2)CCN->1=CC=Cc1ccccc1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,BAPLAG,C(=Cc1ccccc1)C=NCCN=CC=Cc1ccccc1.Cl.c1ccc(P(c2ccccc2)c2ccccc2)cc1,Cu,4.0,+1,0
[O-][N+]([O-])=O->[Ag+](<-n1ccccc1-c1ccccn1)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,CASHEK,O=[N+]([O-])O.c1ccc(-c2ccccn2)nc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,Ag,4.0,+1,0
CC#N->[Cu+]1<-N(=CC(C=N->1c1c(C(C)C)cccc1C(C)C)=[N+]([O-])[O-])c1c(C(C)C)cccc1C(C)C,PAZZAS,CC#N.CC(C)c1cccc(C(C)C)c1N=CC(=CNc1c(C(C)C)cccc1C(C)C)[N+](=O)[O-],Cu,3.0,+1,0
C#[C-]->[Au+]<-P(C)(C)c1c(-c2c(C(C)C)cccc2C(C)C)cccc1-c1c(C(C)C)cccc1C(C)C,CUVRIW,C#C.CC(C)c1cccc(C(C)C)c1-c1cccc(-c2c(C(C)C)cccc2C(C)C)c1P(C)C,Au,2.0,+1,0
Fc1ccc(N(=Cc2ccco2)->[Cu+](<-[Br-])<-N(=Cc2ccco2)c2ccc(F)cc2)cc1,YOQWEJ,Br.Fc1ccc(N=Cc2ccco2)cc1.Fc1ccc(N=Cc2ccco2)cc1,Cu,5.0,+1,0
CC(C)N1C=CN(C(C)C)[C]1->[Cu+]<-[Cl-],SADKAM,CC(C)N1C=CN(C(C)C)C1.Cl,Cu,2.0,+1,0
O=C(CN(CC(=O)NCc1ccccc1)CC(NCc1ccccc1)=O->[Ag+]<-O=[N+]([O-])[O-])NCc1ccccc1,YOWTAG,O=C(CN(CC(=O)NCc1ccccc1)CC(=O)NCc1ccccc1)NCc1ccccc1.O=N(O)O,Ag,6.0,+1,0
Cc1[nH]ccn1->[Ag+](<-O=C([O-])c1c2ccccc2cc2ccccc12)<-n1cc[nH]c1C,SEYLEP,Cc1ncc[nH]1.Cc1ncc[nH]1.O=C(O)c1c2ccccc2cc2ccccc12,Ag,3.0,+1,0
FC(F)(F)c1cnc(CCN2C=CN(CCc3ncc(C(F)(F)F)cc3Cl)[C]2->[Au+]<-[Cl-])c(Cl)c1,IQUROD,Cl.FC(F)(F)c1cnc(CCN2C=CN(CCc3ncc(C(F)(F)F)cc3Cl)C2)c(Cl)c1,Au,2.0,+1,0
CC#N->[Cu+]1<-N(Cc2ccccc2)(Cc2ccccc2)C2CCCCC2N->1(Cc1ccccc1)Cc1ccccc1,MAXSEK,CC#N.c1ccc(CN(Cc2ccccc2)C2CCCCC2N(Cc2ccccc2)Cc2ccccc2)cc1,Cu,3.0,+1,0
CCc1n[nH]c(=S->[Cu+](<-[Cl-])(<-S=c2[nH]nc(CC)n2N)<-S=c2[nH]nc(CC)n2N)n1N,MEMDOX,CCc1n[nH]c(=S)n1N.CCc1n[nH]c(=S)n1N.CCc1n[nH]c(=S)n1N.Cl,Cu,4.0,+1,0
CCP(CC)(CC)->[Rh+](<-[c-]1c(F)cccc1F)(<-P(CC)(CC)CC)<-P(CC)(CC)CC,GULXUI,CCP(CC)CC.CCP(CC)CC.CCP(CC)CC.Fc1cccc(F)c1,Rh,4.0,+1,0
O=P1(c2ccccc2)c2ccccc2P(c2ccccc2)(c2ccccc2)->[Cu+](<-[Cl-])<-P(c2ccccc2)(c2ccccc2)c2ccccc21,ITACEN,Cl.O=P(c1ccccc1)(c1ccccc1P(c1ccccc1)c1ccccc1)c1ccccc1P(c1ccccc1)c1ccccc1,Cu,4.0,+1,0
CC#N->[Rh+]1(<-N#CC)<-P(c2ccccc2)(c2ccccc2)C2COC3C2OCC3P->1(c1ccccc1)c1ccccc1,EZAZEK,CC#N.CC#N.c1ccc(P(c2ccccc2)C2COC3C2OCC3P(c2ccccc2)c2ccccc2)cc1,Rh,4.0,+1,0
Cc1c(C)c(C)p(->[Au+]<-[Cl-])(-c2ccccc2)c1C,PIGLIC,Cc1c(C)c(C)p(-c2ccccc2)c1C.Cl,Au,2.0,+1,0
Cc1c(C)[n+](C(C)C)c(NP(->[Au+]<-[Cl-])(C(C)C)C(C)C)n1C(C)C,CIZCEW,Cc1c(C)[n+](C(C)C)c(NP(C(C)C)C(C)C)n1C(C)C.Cl,Au,2.0,+1,0
CC(C)c1cccc(C(C)C)c1N1CCN(C2CCCCCCCCCCCCCC2)[C]1->[Au+]<-[Cl-],EKUTEL,CC(C)c1cccc(C(C)C)c1N1CCN(C2CCCCCCCCCCCCCC2)C1.Cl,Au,2.0,+1,0
CC(C)c1cc(C(C)C)n2->[Cu+]3(<-[Cl-])<-n4c(C(C)C)cc(C(C)C)n4C(n12)n1c(C(C)C)cc(C(C)C)n->31,SEFLEV,CC(C)c1cc(C(C)C)n(C(n2nc(C(C)C)cc2C(C)C)n2nc(C(C)C)cc2C(C)C)n1.Cl,Cu,4.0,+1,0
O=[C]->[Re+]1(<-[Br-])(<-[C]=O)(<-[C]=O)<-N(CCO)Cc2ccccc2P->1(c1ccccc1)c1ccccc1,ELOLOG,Br.C#O.C#O.C#O.OCCNCc1ccccc1P(c1ccccc1)c1ccccc1,Re,6.0,+1,0
Cc1cc(C)n(->[Ag+](<-O=[N+]([O-])[O-])<-n2c(C)cc(C)cc2C)c(C)c1,RAYXUL,Cc1cc(C)nc(C)c1.Cc1cc(C)nc(C)c1.O=[N+]([O-])O,Ag,4.0,+1,0
CC(C)(C)c1noc(-c2ccc(N3C=CN(Cc4ccccc4)[C]3->[Au+]<-[Br-])cc2)n1,CUJHIA,Br.CC(C)(C)c1noc(-c2ccc(N3C=CN(Cc4ccccc4)C3)cc2)n1,Au,2.0,+1,0
[Cl-]->[Rh+]123<-C=C->1CCP->2(CCCP->3(c1ccccc1)c1ccccc1)c1ccccc1,PPOLRH,C=CCCP(CCCP(c1ccccc1)c1ccccc1)c1ccccc1.Cl,Rh,5.0,+1,0
C1CCN(->[Au+]<-N2CCCCC2)CC1,GOGFEN,C1CCNCC1.C1CCNCC1,Au,2.0,+1,0
CC(C)c1cccc(C(C)C)c1N1CCN(c2c(C(C)C)cccc2C(C)C)[C]1->[Cu+]<-[NH-]c1ccccc1,SETKOS,CC(C)c1cccc(C(C)C)c1N1CCN(c2c(C(C)C)cccc2C(C)C)C1.Nc1ccccc1,Cu,2.0,+1,0
[H]COP(OC)(OC)->[Cu+]12<-n3c(C)cc(C)n3[C-](n3c(C)cc(C)n->13)n1c(C)cc(C)n->21,XEDJOG,COP(OC)OC.Cc1cc(C)n([C-](n2nc(C)cc2C)n2nc(C)cc2C)n1,Cu,4.0,+1,0
CCP(CC)(CC)->[Au+]<-[C-]#N,FACGUL,C#N.CCP(CC)CC,Au,2.0,+1,0
CCP(CC)(CC)->[Au+]<-S=C1C=CC(=C([O-])O)C=C1,XETNEP,CCP(CC)CC.O=C(O)c1ccc(S)cc1,Au,2.0,+1,0
CCP(CC)(CC)->[Au+]<-[S-]c1cc2c(CO)cnc(C)c2oc1=O,LIKCIS,CCP(CC)CC.Cc1ncc(CO)c2cc(S)c(=O)oc12,Au,2.0,+1,0
CC1=CC2=N(->[Cu+]3(<-C=C->3[Si](C)(C)C)<-[NH-]1)CCC2,WEQKUZ,C=C[Si](C)(C)C.CC(N)=CC1=NCCC1,Cu,4.0,+1,0
[Br-]->[Rh+]123(<-[c-]4c5ccccc5cn[n+]4C(c4ccccc4)c4ccccc4)<-C4=C->1CCC->2=C->3CC4,AMAZOE,Br.C1=CCCC=CCC1.C1=NN(C(c2ccccc2)c2ccccc2)Cc2ccccc21,Rh,6.0,+1,0
O=C(c1ccccn1)c1ccccn1->[Ag+](<-O=[N+]([O-])[O-])<-P(c1ccccc1)(c1ccccc1)c1ccccc1,LEXZAQ,O=C(c1ccccn1)c1ccccn1.O=N(O)O.c1ccc(P(c2ccccc2)c2ccccc2)cc1,Ag,5.0,+1,0
CCP(CC)(CC)->[Au+]<-[S-]C([S-])=[N+](CCO)C(C)C,YILCUT,CC(C)N(CCO)C(=S)S.CCP(CC)CC,Au,2.0,+1,0
[Br-]->[Cu+](<-S=C(Nc1ccccc1)Nc1ccccn1)<-S=C(Nc1ccccc1)Nc1ccccn1,WIZVEG,Br.S=C(Nc1ccccc1)Nc1ccccn1.S=C(Nc1ccccc1)Nc1ccccn1,Cu,3.0,+1,0
CN1N=CN(N2[C@H](c3ccccc3)CC[C@H]2c2ccccc2)[C]1->[Rh+]123(<-[Cl-])<-C4=C->1CCC->2=C->3CC4,HOJCUF,C1=CCCC=CCC1.CN1CN(N2C(c3ccccc3)CCC2c2ccccc2)C=N1.Cl,Rh,6.0,+1,0
CN1C=CN(Cc2ccc([N][N]c3ccccc3)cc2)[C]1->[Au+]<-[Cl-],IFUJAW,CN1C=CN(Cc2ccc(N=Nc3ccccc3)cc2)C1.Cl,Au,2.0,+1,0
CCP(CC)(CC)->[Cu+](<-[S-]c1ccccc1)(<-P(CC)(CC)CC)<-P(CC)(CC)CC,ABODUS,CCP(CC)CC.CCP(CC)CC.CCP(CC)CC.Sc1ccccc1,Cu,4.0,+1,0
[Se]=P(CP(->[Au+]<-[Br-])(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,ZIZJID,Br.[Se]=P(CP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,Au,2.0,+1,0
CC#N->[Cu+]1<-n2ccccc2C2N(C)C(c3ccccn->13)C1(C(=O)OC)CN(C)CC2(C(=O)OC)C1=O,MAQBOV,CC#N.COC(=O)C12CN(C)CC(C(=O)OC)(C1=O)C(c1ccccn1)N(C)C2c1ccccn1,Cu,5.0,+1,0
[O-]C(O)=C1C=CC(=S->[Au+]<-P(c2ccccc2)(c2ccccc2)c2ccccn2)C=C1,XETNOZ,O=C(O)c1ccc(S)cc1.c1ccc(P(c2ccccc2)c2ccccn2)cc1,Au,2.0,+1,0
CC(=O)N1CN2CN(C(C)=O)CP(->[Au+]<-[S-]c3nc4ccccc4o3)(C2)C1,HADDAT,CC(=O)N1CN2CN(C(C)=O)CP(C2)C1.Sc1nc2ccccc2o1,Au,2.0,+1,0
[H]COP(OC)(OC)->[Rh+]12(<-C=C->1C(C[C-]->2=O)(c1ccccc1)c1ccccc1)(<-P(OC)(OC)OC[H])<-P(OC)(OC)OC[H],YAXYIG,C=CC(CC=O)(c1ccccc1)c1ccccc1.COP(OC)OC.COP(OC)OC.COP(OC)OC,Rh,6.0,+1,0
[H]COP(OC)(OC)->[Au+]<-[S-][Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C,BIHBAY,COP(OC)OC.C[Si](C)(C)[Si](S)([Si](C)(C)C)[Si](C)(C)C,Au,2.0,+1,0
O=[C]->[Re+]1(<-[Cl-])(<-[C]=O)(<-[C]=O)<-n2cccn2Cn2cccn->12,VIYDEN,C#O.C#O.C#O.C1=CN(CN2C=CC=N2)N=C1.Cl,Re,6.0,+1,0
c1ccc(-n2nnnc2[S-]->[Au+]<-[S-]c2nnnn2-c2ccccc2)cc1,NIRKAA,Sc1nnnn1-c1ccccc1.[S-]c1nnnn1-c1ccccc1,Au,2.0,+1,0
CP(C)(C)->[Au+]<-O=[N+]([O-])[O-],LOTRUH,CP(C)C.O=[N+]([O-])O,Au,2.0,+1,0
CCOC(N=C1C=CC(=[N+]([O-])[O-])C=C1)=S->[Au+]<-P(CC)(CC)CC,PUGBAV,CCOC(S)=Nc1ccc([N+](=O)[O-])cc1.CCP(CC)CC,Au,2.0,+1,0
CN1C=CN(c2cccc3c2oc2ccccc23)[C]1->[Au+]<-[Cl-],TAWNOX,CN1C=CN(c2cccc3c2oc2ccccc23)C1.Cl,Au,2.0,+1,0
[H][C-](=C)->[Au+]<-P(C)(C)c1c(-c2c(C(C)C)cccc2C(C)C)cccc1-c1c(C(C)C)cccc1C(C)C,CUVROC,C=C.CC(C)c1cccc(C(C)C)c1-c1cccc(-c2c(C(C)C)cccc2C(C)C)c1P(C)C,Au,2.0,+1,0
CC#N->[Cu+]12<-N3(C)CCCN->1(C)CCN->2(C)CC3,NANMUK,CC#N.CN1CCCN(C)CCN(C)CC1,Cu,4.0,+1,0
CC#N->[Cu+]12<-n3ccccc3C3N(C)C(c4ccccn->14)C1(C(=O)OC)CN->2(CCO)CC3(C(=O)OC)C1=O,XUQCIV,CC#N.COC(=O)C12CN(CCO)CC(C(=O)OC)(C1=O)C(c1ccccn1)N(C)C2c1ccccn1,Cu,5.0,+1,0
Cc1[nH]ccn1->[Ag+]<-n1cc[nH]c1C,ADAHOD,Cc1ncc[nH]1.Cc1ncc[nH]1,Ag,2.0,+1,0
CC1=O->[Re+]2(<-[C]=O)(<-[C]=O)(<-[C]=O)<-OC(c3ccccn->23)C1C,SETZUO,C#O.C#O.C#O.CC(=O)C(C)C(O)c1ccccn1,Re,6.0,+1,0
CC#N->[Cu+]1(<-O=C(C)NCc2ccccn->12)<-P(c1ccccc1)(c1ccccc1)c1ccccc1,WEZNOF,CC#N.CC(=O)NCc1ccccn1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,Cu,4.0,+1,0
CC#N->[Cu+]1(<-N#CC)<-N(=Cc2c(C)cc(C)cc2C)c2cccc(C)c2-c2c(C)cccc2N->1=Cc1c(C)cc(C)cc1C,XIYTOO,CC#N.CC#N.Cc1cc(C)c(C=Nc2cccc(C)c2-c2c(C)cccc2N=Cc2c(C)cc(C)cc2C)c(C)c1,Cu,4.0,+1,0
CC(C)c1cc(C[N-][N+]#N)cc(C(C)C)c1[N+]1=[C-](->[Cu+]<-[Cl-])[N+](=c2c(C(C)C)cc(C[N-][N+]#N)c[c-]2C(C)C)CC1,ITAYUZ,CC(C)c1cc(CN=[N+]=[N-])cc(C(C)C)c1N1CCN(c2c(C(C)C)cc(CN=[N+]=[N-])cc2C(C)C)C1.Cl,Cu,2.0,+1,0
Cc1cc(C)c(N2C=CN(c3c(C)cc(C)cc3C)[C]2->[Cu+]<-[S-]C23c4ccccc4C(c4ccccc42)c2ccccc23)c(C)c1,QEGDOX,Cc1cc(C)c(N2C=CN(c3c(C)cc(C)cc3C)C2)c(C)c1.SC12c3ccccc3C(c3ccccc31)c1ccccc12,Cu,2.0,+1,0
Cc1cc(C)c(N2C=CN(c3c(C)cc(C)cc3C)[C]2->[Cu+]<-[S-][Si](C(C)C)(C(C)C)C(C)C)c(C)c1,EWOQEO,CC(C)[Si](S)(C(C)C)C(C)C.Cc1cc(C)c(N2C=CN(c3c(C)cc(C)cc3C)C2)c(C)c1,Cu,2.0,+1,0
c1ccc(P2(CCc3ccccn3->[Rh+]<-23<-n2ccccc2CCP->3(c2ccccc2)c2ccccc2)c2ccccc2)cc1,GAWJET,c1ccc(P(CCc2ccccn2)c2ccccc2)cc1.c1ccc(P(CCc2ccccn2)c2ccccc2)cc1,Rh,4.0,+1,0
CSc1ccccc1N1=Cc2ccc3ccccc3n2->[Mn+]<-1(<-[Br-])(<-[C]=O)(<-[C]=O)<-[C]=O,EDIFAA,Br.C#O.C#O.C#O.CSc1ccccc1N=Cc1ccc2ccccc2n1,Mn,6.0,+1,0
CC#N->[Cu+]1<-N(N=C(c2ccccc2)c2ccccc2)=C2C(=N->1N=C(c1ccccc1)c1ccccc1)c1cccc3cccc2c13,ADUGEO,CC#N.c1ccc(C(=NN=C2C(=NN=C(c3ccccc3)c3ccccc3)c3cccc4cccc2c34)c2ccccc2)cc1,Cu,3.0,+1,0
CN1C=C([N+](=O)[O-])N(C)[C]1->[Rh+]123(<-[Cl-])<-C4=C->1CCC->2=C->3CC4,TISWEY,C1=CCCC=CCC1.CN1C=C([N+](=O)[O-])N(C)C1.Cl,Rh,6.0,+1,0
CC#N->[Cu+](<-[C](/C=C/c1ccco1)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C)<-O(CC)CC,QUQWII,CC#N.CC1CCC(C(C)C)C(OCC=Cc2ccco2)C1.CCOCC,Cu,3.0,+1,0
CC1c2cccc3C(C)=N(c4ccccc4)->[Mn+](<-[Br-])(<-[C]=O)(<-[C]=O)(<-N=1c1ccccc1)<-n23,YEPPUE,Br.C#O.C#O.CC(=Nc1ccccc1)c1cccc(C(C)=Nc2ccccc2)n1,Mn,6.0,+1,0
Cc1cc(C)c(N2C=CN(c3c(C)cc(C)cc3C)[C]2->[Cu+]<-[Si-](c2ccccc2)(c2ccccc2)c2ccccc2)c(C)c1,AMOJET,Cc1cc(C)c(N2C=CN(c3c(C)cc(C)cc3C)C2)c(C)c1.c1ccc([SiH](c2ccccc2)c2ccccc2)cc1,Cu,2.0,+1,0
