smiles,Name,LigandSmiles,Metal,bondorder,oxidation_states,classification
Cc1cccc2CN3CCCN4Cc5cccc(C)n5->[Zn+2]<-3<-45(<-[O-][N+](=O)[O-]->5)<-n12,COFDIN,Cc1cccc(CNCCCNCc2cccc(C)n2)n1.O=N(O)O,Zn,6.0,+2,1
O=[N+]1[O-]->[Zn+2]23(<-[O-]1)(<-[O-][N+](=O)[O-]->2)<-n1ccccc1N(Cc1c2ccccc2cc2ccccc12)c1ccccn->31,RUQLIA,O=[N+]([O-])O.O=[N+]([O-])O.c1ccc(N(Cc2c3ccccc3cc3ccccc23)c2ccccn2)nc1,Zn,4.0,+2,1
O=C(c1ccccc1)c1ccccn1->[Cd+2]12(<-[O-][N+](=O)[O-]->1)(<-[O-][N+](=O)[O-]->2)<-n1ccccc1C(=O)c1ccccc1,BUYZOL,O=C(c1ccccc1)c1ccccn1.O=C(c1ccccc1)c1ccccn1.O=N(O)O.O=N(O)O,Cd,8.0,+2,1
O=[N+]1[O-]->[Zn+2]234(<-[O-]1)(<-[O-][N+](=O)[O-]->2)<-n1ccncc1-c1cc(-c2ccccc2)cc(-c2cnccn->32)n->41,GUKZOD,O=N(O)O.O=[N+]([O-])O.c1ccc(c2cc(c3cnccn3)nc(c3cnccn3)c2)cc1,Zn,6.0,+2,1
CCOC(=O)c1ccccn1->[Cd+2]12(<-[O-][N+](=O)[O-]->1)(<-[O-][N+](=O)[O-]->2)<-n1ccccc1C(=O)OCC,HISSAE,CCOC(=O)c1ccccn1.CCOC(=O)c1ccccn1.O=N(O)O.O=N(O)O,Cd,8.0,+2,1
O=[N+]1[O-]->[Cd+2]23(<-[O-]1)(<-[O-][N+](=O)[O-]->2)<-n1ccccc1CN(Cc1c2ccccc2cc2ccccc12)Cc1ccccn->31,GINGAN,O=N(O)O.O=N(O)O.c1ccc(CN(Cc2ccccn2)Cc2c3ccccc3cc3ccccc23)nc1,Cd,7.0,+2,1
Cc1nnc(-c2ccccn2->[Cd+2]23(<-[O-][N+](=O)[O-]->2)(<-[O-][N+](=O)[O-]->3)<-n2ccccc2-c2nnc(C)o2)o1,MIMHEY,CC1=NN=C(c2ccccn2)O1.CC1=NN=C(c2ccccn2)O1.O=N(O)O.O=N(O)O,Cd,8.0,+2,1
Cc1cc(C)n2->[Cd+2]34(<-[O-][N+](=O)[O-]->3)(<-[O-][N+](=O)[O-]->4)<-n3c(C)cc(C)n3CCSCCn12,LERSEG,Cc1cc(C)n(CCSCCn2nc(C)cc2C)n1.O=N(O)O.O=N(O)O,Cd,7.0,+2,1
O=[N+]1[O-]->[Cd+2]23(<-[O-]1)(<-[O-][N+](=O)[O-]->2)<-n1c2ccc4ccc5ccc(n->3c5c41)CSCCCCCSC2,HUPDAX,O=N(O)O.O=N(O)O.c1cc2ccc3ccc4nc3c2nc1CSCCCCCSC4,Cd,8.0,+2,1
O=[N+]1[O-]->[Cd+2]2(<-[O-]1)(<-[O-][N+](=O)[O-]->2)(<-n1ccccc1C=Nc1ccc2ccccc2c1)<-n1ccccc1C=Nc1ccc2ccccc2c1,WEZQAU,C(=Nc1ccc2ccccc2c1)c1ccccn1.C(=Nc1ccc2ccccc2c1)c1ccccn1.O=[N+]([O-])O.O=[N+]([O-])O,Cd,6.0,+2,1
Cc1cc(C)n2->[Zn+2]34(<-[O-][N+](=O)[O-]->3)(<-n3c(C)cc(C)n3Cn12)<-n1c(C)cc(C)n1Cn1c(C)cc(C)n->41,MEMVEG,CC1=CC(C)=NN1CN1N=C(C)C=C1C.CC1=CC(C)=NN1CN1N=C(C)C=C1C.O=N(O)O,Zn,6.0,+2,1
O=[N+]1[O-]->[Zn+2]23(<-[O-]c4ccc5ccccc5c4C=N->2Cc2ccccn->32)<-[O-]1,FAYMIC,O=[N+]([O-])O.Oc1ccc2ccccc2c1C=NCc1ccccn1,Zn,4.0,+2,1
O=[N+]1[O-]->[Cd+2]234(<-[O-]1)<-N1CCCN->2(Cc2ccccc2)CCN->3CCCN->4(Cc2ccccc2)CC1,HADZOC,O=N(O)O.c1ccc(CN2CCCNCCN(Cc3ccccc3)CCCNCC2)cc1,Cd,6.0,+2,1
CC1c2c3ccccc3cc[c-]2->[Pt+2]2(<-[Se]=P(CP->2(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)<-N1(C)C,EJILOZ,CC(c1cccc2ccccc12)N(C)C.[Se]=P(CP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,Pt,4.0,+2,1
CCN(CC)C1=N->[Pd+2]2(<-[O-]c3ccccc31)<-n1ccc(C(C)(C)C)cc1-c1cc(C(C)(C)C)ccn->21,SUHGIM,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CCN(CC)C(=N)c1ccccc1O,Pd,4.0,+2,1
CC(C)(C)c1ccn2->[Pt+2](<-[C-]#Cc3cncnc3)(<-[C-]#Cc3cncnc3)<-n3ccc(C(C)(C)C)cc3-c2c1,MONBUN,C#Cc1cncnc1.C#Cc1cncnc1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,Pt,4.0,+2,1
COC(=O)C1=CC(c2ccccc2)P(c2ccccc2)(c2ccccc2)->[Pd+2]2(<-[O-]1)<-[c-]1ccc3ccccc3c1C(C)N->2(C)C,XOKVOK,CC(c1cccc2ccccc12)N(C)C.COC(=O)C(O)=CC(c1ccccc1)P(c1ccccc1)c1ccccc1,Pd,4.0,+2,1
CC1c2c3ccccc3cc[c-]2->[Pd+2]2(<-Nc3ccccc3P->2(C)c2ccccc2Cl)<-N1(C)C,NIGVOO,CC(c1cccc2ccccc12)N(C)C.CP(c1ccccc1N)c1ccccc1Cl,Pd,4.0,+2,1
CC1c2c3ccccc3cc[c-]2->[Pd+2]23(<-N4=Cc5ccccc5[As]->2(C)CCN=Cc2ccccc2[As]->3(C)CC4)<-N1(C)C,GETNIC,CC(c1cccc2ccccc12)N(C)C.C[As]1CCN=Cc2ccccc2[As](C)CCN=Cc2ccccc21,Pd,4.0,+2,1
CC1c2c3ccccc3cc[c-]2->[Pd+2]2(<-N1(C)C)<-P(C)(c1c(F)c(F)c(F)c(F)c1F)c1cccc3cccc(P->2(C)c2c(F)c(F)c(F)c(F)c2F)c13,QUWJOI,CC(c1cccc2ccccc12)N(C)C.CP(c1c(F)c(F)c(F)c(F)c1F)c1cccc2cccc(P(C)c3c(F)c(F)c(F)c(F)c3F)c12,Pd,4.0,+2,1
CC1c2c3ccccc3cc[c-]2->[Pd+2]2(<-N1(C)C)<-P(C)(CCP->2(c1ccccc1)c1ccccc1)c1ccccc1,YIVFEO,CC(c1cccc2ccccc12)N(C)C.CP(CCP(c1ccccc1)c1ccccc1)c1ccccc1,Pd,4.0,+2,1
CC1c2c3ccccc3cc[c-]2->[Pd+2]2(<-[O-][S+](C)CCP->2(c2ccccc2)c2ccccc2)<-N1(C)C,PIBYOV,CC(c1cccc2ccccc12)N(C)C.CS(=O)CCP(c1ccccc1)c1ccccc1,Pd,4.0,+2,1
CC1c2c3ccccc3cc[c-]2->[Pd+2]2(<-[O-]C(=O)C3CCCCN->23)<-N1(C)C,ZORZUB,CC(c1cccc2ccccc12)N(C)C.O=C(O)C1CCCCN1,Pd,4.0,+2,1
CC=CP1(CC(C)P(c2ccccc2)(c2ccccc2)->[Pd+2]<-12<-[c-]1ccc3ccccc3c1C(C)N->2(C)C)c1ccccc1,RUHBEC,CC(c1cccc2ccccc12)N(C)C.CC=CP(CC(C)P(c1ccccc1)c1ccccc1)c1ccccc1,Pd,4.0,+2,1
CN(C)c1ccn(->[Ni+2]23<-[O-]C(=CC(=N->2N=C([O-]->3)c2cccs2)C(F)(F)F)c2cccs2)cc1,SOBKEB,CN(C)c1ccncc1.OC(=CC(=NN=C(O)c1cccs1)C(F)(F)F)c1cccs1,Ni,4.0,+2,1
CC1c2c3ccccc3cc[c-]2->[Pd+2]2(<-N1(C)C)<-P(C)(C)c1ccccc1P->2(C)c1ccccc1Cl,QOYZUZ,CC(c1cccc2ccccc12)N(C)C.CP(C)c1ccccc1P(C)c1ccccc1Cl,Pd,4.0,+2,1
CC1c2c3ccccc3cc[c-]2->[Pt+2]2(<-N1(C)C)<-P(CCP->2(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,XOQSIH,CC(c1cccc2ccccc12)N(C)C.c1ccc(P(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,Pt,4.0,+2,1
Cc1c(-c2cccc(F)c2C#N)cccc1N1=C([O-])c2cccc3C([O-])=N(c4cccc(-c5cccc(F)c5C#N)c4C)->[Pd+2]<-1(<-n1ccc(N(C)C)cc1)<-n23,WOLZOP,CN(C)c1ccncc1.Cc1c(NC(=O)c2cccc(C(=O)Nc3cccc(-c4cccc(F)c4C#N)c3C)n2)cccc1-c1cccc(F)c1C#N,Pd,4.0,+2,1
CC1c2c3ccccc3cc[c-]2->[Pd+2]2(<-[O-]C(=O)C3CCCN->2C3)<-N1(C)C,HOHBAI,CC(c1cccc2ccccc12)N(C)C.O=C(O)C1CCCNC1,Pd,4.0,+2,1
CC1c2c3ccccc3cc[c-]2->[Pd+2]2(<-N(=C(CP->2(c2ccccc2)c2ccccc2)c2ccccc2)c2ccccc2)<-N1(C)C,CAGQEH,CC(c1cccc2ccccc12)N(C)C.c1ccc(N=C(CP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,Pd,4.0,+2,1
Cc1ccc2cccc3P(C)(c4ccccc4)->[Pd+2]4(<-[c-]5ccc6ccccc6c5C(C)N->4(C)C)<-n1c32,PUMDAD,CC(c1cccc2ccccc12)N(C)C.Cc1ccc2cccc(P(C)c3ccccc3)c2n1,Pd,4.0,+2,1
C=CP1(c2ccccc2)C2CC3C=CC2(P(c2ccccc2)(c2ccccc2)->[Pt+2]<-12<-[c-]1ccc4ccccc4c1C(C)N->2(C)C)O3,LIGJOB,C=CP(c1ccccc1)C1CC2C=CC1(P(c1ccccc1)c1ccccc1)O2.CC(c1cccc2ccccc12)N(C)C,Pt,4.0,+2,1
CCC1=O->[Pd+2]2(<-[c-]3ccc4ccccc4c3C(C)N->2(C)C)<-P2(c3ccccc3)C3CC1C2C(C)=C3C,NIWVIY,CC(c1cccc2ccccc12)N(C)C.CCC(=O)C1CC2C(C)=C(C)C1P2c1ccccc1,Pd,4.0,+2,1
CCP1(CCc2ccccn2->[Pd+2]<-12<-[c-]1ccc3ccccc3c1C(C)N->2(C)C)c1ccccc1,QAMHOD,CC(c1cccc2ccccc12)N(C)C.CCP(CCc1ccccn1)c1ccccc1,Pd,4.0,+2,1
CN(C)c1ccn(->[Zn+2](<-O=C([O-])c2ccccc2O)(<-O=C([O-])c2ccccc2O)<-n2ccc(N(C)C)cc2)cc1,RIGSEG,CN(C)c1ccncc1.CN(C)c1ccncc1.O=C(O)c1ccccc1O.O=C(O)c1ccccc1O,Zn,4.0,+2,1
[H][CH-]1CC([O-])=O->[Ni+2]<-1(<-n1ccc(N(C)C)cc1)<-n1ccc(N(C)C)cc1,BUGFIT,CCC(=O)O.CN(C)c1ccncc1.CN(C)c1ccncc1,Ni,4.0,+2,1
CC1=CP2(=S->[Pd+2]3(<-[c-]4ccc5ccccc5c4C(C)N->3(C)C)<-P3(c4ccccc4)C4C(C)=C(C)C3C1(C)C42)c1ccccc1,YEMYUL,CC(c1cccc2ccccc12)N(C)C.CC1=CP(=S)(c2ccccc2)C2C3C(C)=C(C)C(P3c3ccccc3)C12C,Pd,4.0,+2,1
CC(C)(C)c1ccn2->[Pd+2](<-n3ccc(C(C)(C)C)cc3-c2c1)(<-[C-](F)(F)F)<-[C-](F)(F)F,PEMVIO,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.FC(F)F.FC(F)F,Pd,4.0,+2,1
CN(C)c1ccn(->[Zn+2]2(<-O=C([O-])C(C)(C)C)(<-O=C([O-]->2)C(C)(C)C)<-n2ccc(N(C)C)cc2)cc1,BEWMAT,CC(C)(C)C(=O)O.CC(C)(C)C(=O)O.CN(C)c1ccncc1.CN(C)c1ccncc1,Zn,4.0,+2,1
CC1=C(C)C2C3C([O-])=S->[Pd+2]4(<-[c-]5ccc6ccccc6c5C(C)N->4(C)C)<-P2(c2ccccc2)C1C3C,APUCOD,CC(c1cccc2ccccc12)N(C)C.CC1=C(C)C2C(C(=O)S)C(C)C1P2c1ccccc1,Pd,4.0,+2,1
CC(C)(C)c1cc2[O-]->[Ni+2]3(<-[O-]c2c(C(C)(C)C)c1)<-n1ccc(C(C)(C)C)cc1-c1cc(C(C)(C)C)ccn->31,BACYUC,CC(C)(C)c1cc(O)c(O)c(C(C)(C)C)c1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,Ni,4.0,+2,1
CC(C)(C)c1ccn2->[Pt+2](<-[C-]#Cc3c(F)c(F)c(F)c(F)c3F)(<-[C-]#Cc3c(F)c(F)c(F)c(F)c3F)<-n3ccc(C(C)(C)C)cc3-c2c1,AQUMII,C#Cc1c(F)c(F)c(F)c(F)c1F.C#Cc1c(F)c(F)c(F)c(F)c1F.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,Pt,4.0,+2,1
CC(C)(C)c1ccn2->[Pt+2]3(<-S=C([S-]->3)C(C#N)=C3C=C[C-](Br)C=C3)<-n3ccc(C(C)(C)C)cc3-c2c1,QIHKOH,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.N#CC(=C(S)S)c1ccc(Br)cc1,Pt,4.0,+2,1
CC(C)=N->[Pd+2]1(<-[c-]2ccccc2O)<-n2ccc(C(C)(C)C)cc2-c2cc(C(C)(C)C)ccn->12,EWANIB,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CC(C)=N.Oc1ccccc1,Pd,4.0,+2,1
CC(C)(C)c1ccn2->[Ni+2](<-O=C([O-])C(F)F)(<-[CH-](F)F)<-n3ccc(C(C)(C)C)cc3-c2c1,XIDSOV,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.FCF.O=C(O)C(F)F,Ni,4.0,+2,1
Cc1cc([O-])oc2cc(=O->[Pt+2]3(<-O=c4ccc5c(C)cc([O-])oc-5c4)<-n4ccc(C(C)(C)C)cc4-c4cc(C(C)(C)C)ccn->34)ccc1-2,IXUWEE,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.Cc1cc(=O)oc2cc(O)ccc12.Cc1cc(=O)oc2cc(O)ccc12,Pt,4.0,+2,1
[H][C-](C#N)(C#N)->[Pd+2]1(<-[c-]2ccccc2CC([O-])=[NH+]C)<-n2ccc(C(C)(C)C)cc2-c2cc(C(C)(C)C)ccn->12,EPOLIF,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CNC(=O)Cc1ccccc1.N#CCC#N,Pd,4.0,+2,1
CC(C)(C)c1ccn2->[Ni+2](<-[CH-](F)F)(<-[CH-](F)F)<-n3ccc(C(C)(C)C)cc3-c2c1,EHUDIW,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.FCF.FCF,Ni,4.0,+2,1
CC(C)(C)c1ccn2->[Ni+2](<-n3ccc(C(C)(C)C)cc3-c2c1)(<-[C-](F)(F)F)<-[C-](F)(F)F,BEBYUE,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.FC(F)F.FC(F)F,Ni,4.0,+2,1
CCN(CC)C1N=C([O-]->[Pd+2]2(<-[Se]=1)<-n1ccc(C(C)(C)C)cc1-c1cc(C(C)(C)C)ccn->21)c1ccc(C)cc1,OYANIM,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CCN(CC)C(=[Se])N=C(O)c1ccc(C)cc1,Pd,4.0,+2,1
COP(=O)(Cc1ccc(CP(=O)(OC)OC)c2[O-]->[Pt+2]3(<-[O-]c12)<-n1ccc(C(C)(C)C)cc1-c1cc(C(C)(C)C)ccn->31)OC,HONNAB,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.COP(=O)(Cc1ccc(CP(=O)(OC)OC)c(O)c1O)OC,Pt,4.0,+2,1
CC(C)(C)c1ccn2->[Ni+2](<-n3ccc(C(C)(C)C)cc3-c2c1)(<-[C-](F)(F)C(F)(F)F)<-[C-](F)(F)C(F)(F)F,BEBZAL,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.FC(F)C(F)(F)F.FC(F)C(F)(F)F,Ni,4.0,+2,1
CC(C)(C)c1ccn2->[Pt+2]3(<-[S-][c+]4[c+]([Si](C)(C)C)[cH+][cH-][c-]([Si](C)(C)C)[c-]4[S-]->3)<-n3ccc(C(C)(C)C)cc3-c2c1,TICZOV,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.C[Si](C)(C)c1ccc([Si](C)(C)C)c(S)c1S,Pt,4.0,+2,1
CC(C)(C)c1ccn2->[Pt+2](<-[C-]#Cc3cccnc3)(<-[C-]#Cc3cccnc3)<-n3ccc(C(C)(C)C)cc3-c2c1,AQULUT,C#Cc1cccnc1.C#Cc1cccnc1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,Pt,4.0,+2,1
CC(C)(C)c1ccn2->[Pd+2]3(<-S=c4s[c-]([O-])sc4=S->3)<-n3ccc(C(C)(C)C)cc3-c2c1,OJIWUZ,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.O=c1sc(S)c(S)s1,Pd,4.0,+2,1
CC1=C(C)C2C3[S+]([O-])(c4ccccc4)->[Pt+2]4(<-[c-]5ccc6ccccc6c5C(C)N->4(C)C)<-P2(c2ccccc2)C1C3,VUTKOM,CC(c1cccc2ccccc12)N(C)C.CC1=C(C)C2C(S(=O)c3ccccc3)CC1P2c1ccccc1,Pt,4.0,+2,1
CC(C)(C)c1cc2[O-]->[Pt+2]3(<-[O-]c2c(C(C)(C)C)c1)<-n1ccc(C(C)(C)C)cc1-c1cc(C(C)(C)C)ccn->31,RIZCAH,CC(C)(C)c1cc(O)c(O)c(C(C)(C)C)c1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,Pt,4.0,+2,1
CCN(CC)C1N=C([O-]->[Pt+2]2(<-S=1)<-n1ccc(C(C)(C)C)cc1-c1cc(C(C)(C)C)ccn->21)c1c(F)cccc1F,LUQJOX,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CCN(CC)C(S)=NC(=O)c1c(F)cccc1F,Pt,4.0,+2,1
CC(C)(C)c1cc2[O-]->[Pd+2]3(<-[O-]c2c(C(C)(C)C)c1)<-n1ccc(C(C)(C)C)cc1-c1cc(C(C)(C)C)ccn->31,OZUGEX,CC(C)(C)c1cc(O)c(O)c(C(C)(C)C)c1.CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1,Pd,4.0,+2,1
CC(C)(C)c1ccn2->[Pd+2]3(<-O=CNc4cccc[c-]->34)<-n3ccc(C(C)(C)C)cc3-c2c1,ULONAM,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.O=CNc1ccccc1,Pd,4.0,+2,1
CC1Cc2cccc[c-]2->[Pd+2]2(<-N=1O)<-n1ccc(C(C)(C)C)cc1-c1cc(C(C)(C)C)ccn->21,GIYWAO,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.CC(Cc1ccccc1)=NO,Pd,4.0,+2,1
CC1=C(C)C2C3C(=S->[Pd+2]4(<-[c-]5ccc6ccccc6c5C(C)N->4(C)C)<-P2(c2ccccc2)C1C3)N(C)C,QEGQOI,CC(c1cccc2ccccc12)N(C)C.CC1=C(C)C2C(C(=S)N(C)C)CC1P2c1ccccc1,Pd,4.0,+2,1
CC(=O)[NH+]=c1cc2CS([c-]3ccc(=[N+](C)C)cc3)->[Pd+2]3(<-O=C([O-])C(F)(F)F)<-[c-]2c(CS->3[c-]2ccc(=[N+](C)C)cc2)[cH-]1,MEFXIF,CC(=O)Nc1cc(CSc2ccc(N(C)C)cc2)cc(CSc2ccc(N(C)C)cc2)c1.O=C(O)C(F)(F)F,Pd,4.0,+2,1
CC(C)(C)c1ccn2->[Pt+2]3(<-n4ccc(C(C)(C)C)cc4-c2c1)<-[C-](F)(F)C(F)(F)[C-]->3(F)F,JUQBAA,CC(C)(C)c1ccnc(-c2cc(C(C)(C)C)ccn2)c1.FC(F)C(F)(F)C(F)F,Pt,4.0,+2,1
CN(C)c1ccn(->[Cd+2](<-[N-]=C=[Se])(<-[N-]=C=[Se])(<-[O-][S+](C)C)(<-[O-][S+](C)C)<-n2ccc(N(C)C)cc2)cc1,QIPYET,CN(C)c1ccncc1.CN(C)c1ccncc1.CS(C)=O.CS(C)=O.NC#[SeH].NC#[SeH],Cd,6.0,+2,1
O=[N+]1[O-]->[Cd+2]2(<-[O-]1)(<-[O-][N+](=O)[O-]->2)(<-n1ccc(-c2ccccc2)cc1)(<-n1ccc(-c2ccccc2)cc1)<-n1ccc(-c2ccccc2)cc1,EHUJEW,O=N(O)O.O=N(O)O.c1ccc(c2ccncc2)cc1.c1ccc(c2ccncc2)cc1.c1ccc(c2ccncc2)cc1,Cd,7.0,+2,1
Cc1cc(C)n2->[Cd+2]34(<-[O-][N+](=O)[O-]->3)(<-n3c(C)cc(C)n3Cn12)<-n1c(C)cc(C)n1Cn1c(C)cc(C)n->41,MEMVIK,CC1=CC(C)=NN1CN1N=C(C)C=C1C.CC1=CC(C)=NN1CN1N=C(C)C=C1C.O=N(O)O,Cd,6.0,+2,1
O=[N+]1[O-]->[Cd+2]23(<-[O-]1)(<-[O-][N+](=O)[O-]->2)<-n1c2cccc1CS->3CCCN(Cc1c3ccccc3cc3ccccc13)CCCSC2,NIMCOC,O=N(O)O.O=N(O)O.c1cc2nc(c1)CSCCCN(Cc1c3ccccc3cc3ccccc13)CCCSC2,Cd,7.0,+2,1
CN1[CH-][O-]->[Fe+2]234(<-[O-][CH-]N(C)N->2=CN=[N+]2C=N[N+](C)=[C-]->32)<-[C-]2=[N+](C)N=C[N+]2=NC=N->41,MEJWUV,CN1CN(N=CNN(C)C=O)C=N1.CN1CN(N=CNN(C)C=O)C=N1,Fe,6.0,+2,1
Cc1ccc([N-]2C(=O)c3cccc[c-]3->[Ni+2]<-23<-P(c2ccccc2)(c2ccccc2)c2ccccc2P->3(c2ccccc2)c2ccccc2)cc1,YUTPAF,Cc1ccc(NC(=O)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2P(c2ccccc2)c2ccccc2)cc1,Ni,4.0,+2,1
CC1c2ccccc2[O-]->[Ni+2]2(<-NC(C)CN->2=1)<-NC(C)c1ccccc1,SATRAI,CC(=NCC(C)N)c1ccccc1O.CC(N)c1ccccc1,Ni,4.0,+2,1
CC1=CC(C)=N(c2c(C)cccc2C)->[Ru+2]23456(<-[N-]1c1c(C)cccc1C)<-c1(C)c->2(C)c->3(C)c->4(C)c->5(C)c->61C,LENSOO,CC(=CC(C)=Nc1c(C)cccc1C)Nc1c(C)cccc1C.Cc1c(C)c(C)c(C)c(C)c1C,Ru,8.0,+2,1
Cc12->[Ru+2]345678(<-[S-]CCN->3CC[S-]->4)<-c1(C)c->5(C)c->6(C)c->7(C)c->82C,DAMBEZ,Cc1c(C)c(C)c(C)c(C)c1C.SCCNCCS,Ru,9.0,+2,1
Cc1cc(C)n2->[Ru+2]345(<-O=C([O-])C(n12)n1c(C)cc(C)n->31)<-n1ccccc1CN->4Cc1ccccn->51,LUQYOM,Cc1cc(C)n(C(C(=O)O)n2nc(C)cc2C)n1.c1ccc(CNCc2ccccn2)nc1,Ru,6.0,+2,1
NC(N)=S->[Cd+2]12(<-O=C([O-])c3cccc(C([O-])=O->1)n->23)<-S=C(N)N,BUSSAK,NC(N)=S.NC(N)=S.O=C(O)c1cccc(C(=O)O)n1,Cd,5.0,+2,1
[O-]C1=O->[Pt+2]2(<-O=C([O-])c3cccc1n->23)<-n1c2ccccc2cc2ccccc21,RAHSIE,O=C(O)c1cccc(C(=O)O)n1.c1ccc2nc3ccccc3cc2c1,Pt,4.0,+2,1
[O-]C1=O->[Pd+2]2(<-O=C([O-])c3cccc1n->23)<-n1c2ccccc2cc2ccccc21,YATZIE,O=C(O)c1cccc(C(=O)O)n1.c1ccc2nc3ccccc3cc2c1,Pd,4.0,+2,1
Cc1cc(-c2cccc(-c3cc(C)[nH]n3)n2->[Ni+2]23<-O=C([O-])c4cccc(C([O-])=O->2)n->34)n[nH]1,ZOCLAG,Cc1cc(-c2cccc(-c3cc(C)[nH]n3)n2)n[nH]1.O=C(O)c1cccc(C(=O)O)n1,Ni,6.0,+2,1
[O-]C1=O->[Pt+2]2(<-O=C([O-])c3cccc1n->23)<-n1[nH]c(-c2ccccc2)cc1-c1ccccc1,CIHRIV,O=C(O)c1cccc(C(=O)O)n1.c1ccc(-c2cc(-c3ccccc3)[nH]n2)cc1,Pt,4.0,+2,1
CC(C)C1COC2c3cccc4C5=N(->[Ru+2]67(<-O=C([O-])c8cccc(C([O-])=O->6)n->78)(<-N=21)<-n34)C(C(C)C)CO5,VEFREE,CC(C)C1COC(c2cccc(C3=NC(C(C)C)CO3)n2)=N1.O=C(O)c1cccc(C(=O)O)n1,Ru,6.0,+2,1
[O-]C1=O->[Ru+2]234(<-O=C([O-])c5cccc1n->25)<-N1=C(c2cccc(C5=N->3C(c3ccccc3)CCO5)n->42)OCCC1c1ccccc1,VEFRII,O=C(O)c1cccc(C(=O)O)n1.c1ccc(C2CCOC(c3cccc(C4=NC(c5ccccc5)CCO4)n3)=N2)cc1,Ru,6.0,+2,1
[O-]C1=O->[Ni+2]2(<-O=C([O-])c3cccc1n->23)<-n1ccccc1-c1cccc(-c2ccccn2)n1,VOHSIX,O=C(O)c1cccc(C(=O)O)n1.c1ccc(-c2cccc(-c3ccccn3)n2)nc1,Ni,6.0,+2,1
CCN(CC)c1nc(-n2nc(C)cc2C)nc(-n2c(C)cc(C)n2->[Ni+2]23<-O=C([O-])c4cccc(C([O-])=O->2)n->34)n1,XUBSIY,CCN(CC)c1nc(-n2nc(C)cc2C)nc(-n2nc(C)cc2C)n1.O=C(O)c1cccc(C(=O)O)n1,Ni,6.0,+2,1
[O-]C1=O->[Zn+2]2(<-O=C([O-])c3cccc1n->23)(<-n1ccc(C=NO)cc1)<-n1ccc(C=NO)cc1,FOMCUH,O=C(O)c1cccc(C(=O)O)n1.ON=Cc1ccncc1.ON=Cc1ccncc1,Zn,5.0,+2,1
CC(C)c1cccc(C(C)C)c1N1CCN(c2c(C(C)C)cccc2C(C)C)[C]1->[Pd+2]12<-O=C([O-])c3cccc(C([O-])=O->1)n->23,NEZCEC,CC(C)c1cccc(C(C)C)c1N1CCN(c2c(C(C)C)cccc2C(C)C)C1.O=C(O)c1cccc(C(=O)O)n1,Pd,4.0,+2,1
CC1=CC(C)=N(c2c(C)cc(C)cc2C)->[Ni+2](<-N(c2ccccc2)=c2cccc[cH-]2)<-[N-]1c1c(C)cc(C)cc1C,TOLZOK,CC(=CC(C)=Nc1c(C)cc(C)cc1C)Nc1c(C)cc(C)cc1C.c1ccc(Nc2ccccc2)cc1,Ni,3.0,+2,1
[H]c1c[nH]cn1->[Zn+2]12(<-O=C([O-])c3cccc(C([O-])=O->1)n->23)<-n1c[nH]cc1[H],VUWJIH,O=C(O)c1cccc(C(=O)O)n1.c1c[nH]cn1.c1c[nH]cn1,Zn,5.0,+2,1
